Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,SecondaryTourney
2015,136,3373,53,3392,46,H,0,WBI
2015,136,3377,68,3166,58,H,0,WNIT
2015,136,3379,79,3411,69,H,0,WNIT
2015,136,3385,64,3119,56,H,0,WNIT
2015,136,3395,85,3372,80,H,0,WNIT
2015,136,3396,67,3265,54,A,0,WNIT
2015,136,3417,70,3167,54,H,0,WNIT
2015,136,3418,78,3410,56,H,0,WBI
2015,136,3452,84,3138,61,H,0,WNIT
2015,136,3462,57,3456,56,H,0,WBI
2015,137,3185,80,3179,70,A,0,WNIT
2015,137,3350,67,3391,66,A,0,WNIT
2015,137,3388,92,3218,88,H,1,WNIT
2015,137,3405,72,3460,64,H,0,WNIT
2015,137,3409,78,3283,72,A,0,WNIT
2015,137,3437,71,3263,60,H,0,WNIT
2015,138,3418,63,3270,58,H,0,WBI
2015,139,3185,69,3409,59,A,0,WNIT
2015,139,3273,73,3267,71,H,0,WBI
2015,139,3279,63,3210,48,H,0,WNIT
2015,139,3281,67,3243,48,A,0,WNIT
2015,139,3292,70,3117,60,H,0,WNIT
2015,139,3294,59,3377,58,H,0,WNIT
2015,139,3301,69,3187,65,A,0,WNIT
2015,139,3373,69,3462,49,A,0,WBI
2015,139,3379,77,3395,73,H,1,WNIT
2015,139,3385,77,3200,63,H,0,WNIT
2015,139,3396,61,3335,56,A,0,WNIT
2015,139,3417,63,3360,58,A,0,WNIT
2015,139,3437,71,3330,66,H,0,WNIT
2015,140,3170,84,3186,49,H,0,WNIT
2015,140,3276,74,3405,58,A,0,WNIT
2015,140,3331,63,3307,61,A,0,WBI
2015,140,3388,83,3201,64,H,0,WNIT
2015,141,3182,48,3350,47,H,0,WNIT
2015,141,3452,57,3214,39,H,0,WNIT
2015,142,3373,65,3273,54,H,0,WBI
2015,142,3379,76,3185,65,H,0,WNIT
2015,143,3276,65,3281,55,H,0,WNIT
2015,143,3292,82,3279,70,H,0,WNIT
2015,143,3388,77,3170,69,A,0,WNIT
2015,143,3396,80,3301,79,H,1,WNIT
2015,143,3417,74,3294,60,H,0,WNIT
2015,143,3418,65,3331,64,H,0,WBI
2015,143,3437,63,3385,55,H,0,WNIT
2015,143,3452,60,3182,39,H,0,WNIT
2015,146,3276,69,3379,60,A,0,WNIT
2015,146,3396,69,3292,57,A,0,WNIT
2015,146,3417,82,3388,66,H,0,WNIT
2015,146,3418,52,3373,50,H,0,WBI
2015,146,3452,75,3437,70,H,1,WNIT
2015,149,3417,69,3276,65,A,0,WNIT
2015,149,3452,66,3396,58,H,1,WNIT
2015,152,3417,62,3452,60,A,0,WNIT
2016,135,3276,81,3460,53,H,0,WNIT
2016,135,3278,87,3454,80,H,0,WNIT
2016,135,3377,74,3166,68,H,0,WNIT
2016,135,3408,53,3104,52,H,0,WNIT
2016,135,3418,69,3322,54,H,0,WBI
2016,135,3451,75,3307,67,A,0,WBI
2016,135,3464,67,3392,60,H,0,WBI
2016,136,3117,68,3380,45,H,0,WNIT
2016,136,3123,77,3234,72,A,0,WNIT
2016,136,3137,74,3103,70,A,0,WNIT
2016,136,3179,95,3357,59,H,0,WNIT
2016,136,3185,74,3388,73,A,0,WNIT
2016,136,3210,73,3273,56,H,0,WNIT
2016,136,3211,88,3415,54,H,0,WNIT
2016,136,3220,76,3217,50,H,0,WNIT
2016,136,3237,63,3141,55,A,0,WNIT
2016,136,3315,57,3213,51,H,0,WBI
2016,136,3320,64,3304,62,A,0,WNIT
2016,136,3325,76,3267,68,H,0,WNIT
2016,136,3332,84,3253,76,H,0,WNIT
2016,136,3353,57,3207,55,H,0,WNIT
2016,136,3360,69,3321,65,A,0,WNIT
2016,136,3367,71,3297,69,A,0,WBI
2016,136,3387,70,3114,69,H,0,WNIT
2016,136,3391,89,3270,54,H,0,WBI
2016,136,3395,97,3410,73,H,0,WNIT
2016,136,3404,79,3272,73,A,0,WNIT
2016,136,3420,61,3193,49,H,0,WBI
2016,136,3431,66,3101,62,H,0,WNIT
2016,136,3437,67,3251,51,H,0,WNIT
2016,136,3438,52,3433,50,A,0,WNIT
2016,136,3439,68,3189,59,H,0,WNIT
2016,136,3442,99,3356,97,H,0,WBI
2016,136,3443,89,3173,72,H,0,WNIT
2016,136,3448,72,3150,69,A,0,WNIT
2016,137,3195,78,3126,51,H,0,WNIT
2016,137,3201,59,3365,53,H,0,WNIT
2016,137,3346,90,3263,44,H,0,WNIT
2016,137,3396,74,3180,66,A,0,WNIT
2016,137,3428,95,3286,61,H,0,WNIT
2016,138,3220,82,3437,74,A,0,WNIT
2016,138,3276,95,3137,72,H,0,WNIT
2016,138,3320,64,3179,58,H,0,WNIT
2016,138,3360,59,3237,48,A,0,WNIT
2016,138,3367,81,3442,78,H,0,WBI
2016,138,3395,85,3185,81,H,0,WNIT
2016,138,3418,56,3391,47,H,0,WBI
2016,138,3464,67,3420,48,H,0,WBI
2016,139,3325,64,3439,57,H,0,WNIT
2016,139,3377,101,3278,89,A,0,WNIT
2016,139,3396,64,3346,62,A,0,WNIT
2016,139,3438,71,3353,55,A,0,WNIT
2016,139,3451,76,3315,74,A,0,WBI
2016,140,3195,67,3448,48,H,0,WNIT
2016,140,3332,84,3201,59,H,0,WNIT
2016,140,3387,59,3123,55,H,0,WNIT
2016,140,3408,64,3210,61,A,0,WNIT
2016,140,3428,92,3211,77,A,0,WNIT
2016,140,3431,74,3117,68,H,0,WNIT
2016,140,3443,64,3404,57,H,0,WNIT
2016,141,3220,65,3438,57,H,0,WNIT
2016,141,3276,78,3360,51,H,0,WNIT
2016,142,3195,73,3408,61,H,0,WNIT
2016,142,3332,73,3428,63,H,0,WNIT
2016,142,3418,69,3464,49,H,0,WBI
2016,142,3451,79,3367,53,H,0,WBI
2016,143,3377,51,3320,50,H,0,WNIT
2016,143,3396,75,3325,61,H,0,WNIT
2016,143,3431,79,3395,71,H,0,WNIT
2016,144,3443,78,3387,76,A,1,WNIT
2016,145,3418,87,3451,85,H,2,WBI
2016,146,3377,68,3443,54,H,0,WNIT
2016,147,3195,61,3220,46,H,0,WNIT
2016,147,3276,77,3396,76,H,0,WNIT
2016,147,3332,71,3431,67,A,0,WNIT
2016,149,3377,88,3332,54,H,0,WNIT
2016,150,3195,71,3276,62,H,0,WNIT
2016,152,3377,71,3195,62,H,0,WNIT
2017,135,3114,72,3379,62,A,0,WNIT
2017,135,3225,64,3429,57,H,0,WBI
2017,135,3454,81,3356,53,H,0,WBI
2017,136,3101,66,3329,56,A,0,WNIT
2017,136,3104,81,3273,57,H,0,WNIT
2017,136,3135,81,3420,75,A,0,WBI
2017,136,3160,66,3424,52,H,0,WNIT
2017,136,3161,80,3388,68,H,1,WNIT
2017,136,3186,66,3402,62,A,0,WBI
2017,136,3210,71,3239,55,H,0,WNIT
2017,136,3212,78,3279,75,A,0,WNIT
2017,136,3231,71,3123,58,H,0,WNIT
2017,136,3234,95,3283,74,H,0,WNIT
2017,136,3276,67,3245,60,H,0,WNIT
2017,136,3292,67,3287,58,H,0,WNIT
2017,136,3349,73,3249,72,H,0,WBI
2017,136,3355,94,3296,84,H,0,WNIT
2017,136,3377,78,3315,55,H,0,WNIT
2017,136,3384,79,3144,68,A,0,WBI
2017,136,3387,62,3237,57,H,0,WNIT
2017,136,3408,62,3426,53,H,0,WNIT
2017,136,3410,62,3372,54,H,0,WBI
2017,136,3416,73,3391,53,H,0,WNIT
2017,136,3422,45,3149,37,A,0,WBI
2017,136,3448,71,3126,42,H,0,WNIT
2017,136,3450,72,3140,64,A,0,WNIT
2017,136,3460,66,3141,64,H,0,WNIT
2017,136,3461,68,3370,52,H,0,WNIT
2017,137,3180,70,3182,47,A,0,WNIT
2017,137,3200,60,3207,49,A,0,WNIT
2017,137,3217,69,3306,56,A,0,WNIT
2017,137,3241,80,3347,59,H,0,WNIT
2017,137,3298,61,3203,51,A,1,WNIT
2017,137,3336,74,3325,65,H,0,WNIT
2017,137,3374,75,3256,70,H,1,WNIT
2017,137,3385,72,3357,43,H,0,WNIT
2017,137,3413,72,3428,62,A,0,WNIT
2017,137,3437,59,3343,53,A,0,WNIT
2017,137,3438,62,3386,56,A,0,WNIT
2017,137,3439,76,3351,62,H,0,WNIT
2017,138,3234,78,3377,73,H,0,WNIT
2017,138,3276,71,3460,66,H,0,WNIT
2017,138,3450,68,3461,67,A,1,WNIT
2017,139,3104,55,3114,53,H,0,WNIT
2017,139,3160,81,3355,75,A,1,WNIT
2017,139,3210,63,3416,51,H,0,WNIT
2017,139,3231,71,3387,53,H,0,WNIT
2017,139,3241,61,3438,55,H,0,WNIT
2017,139,3292,73,3448,66,H,0,WNIT
2017,139,3336,70,3200,51,H,0,WNIT
2017,139,3349,73,3410,63,H,0,WBI
2017,139,3385,62,3217,57,H,0,WNIT
2017,139,3408,66,3212,49,H,0,WNIT
2017,139,3413,58,3161,57,A,0,WNIT
2017,139,3422,87,3135,84,H,0,WBI
2017,139,3437,56,3180,51,A,0,WNIT
2017,139,3439,75,3298,64,H,0,WNIT
2017,139,3454,67,3384,57,A,0,WBI
2017,140,3225,74,3186,67,A,0,WBI
2017,140,3374,59,3101,52,A,0,WNIT
2017,143,3104,72,3408,64,H,0,WNIT
2017,143,3210,70,3292,57,H,0,WNIT
2017,143,3231,64,3374,44,H,0,WNIT
2017,143,3234,80,3160,62,H,0,WNIT
2017,143,3276,60,3385,40,H,0,WNIT
2017,143,3349,86,3225,80,H,0,WBI
2017,143,3422,59,3454,49,H,0,WBI
2017,143,3437,69,3241,67,A,1,WNIT
2017,143,3439,64,3336,55,A,0,WNIT
2017,143,3450,71,3413,62,H,0,WNIT
2017,145,3276,80,3439,62,H,0,WNIT
2017,146,3210,76,3104,66,H,0,WNIT
2017,146,3349,74,3422,62,H,0,WBI
2017,146,3437,69,3231,57,A,0,WNIT
2017,146,3450,74,3234,66,A,0,WNIT
2017,149,3210,69,3450,61,H,0,WNIT
2017,149,3276,65,3437,61,H,0,WNIT
2017,152,3276,89,3210,79,H,3,WNIT
2018,135,3104,69,3380,56,H,0,WNIT
2018,135,3127,70,3464,59,A,0,WBI
2018,135,3201,77,3167,66,A,0,WBI
2018,135,3386,75,3371,57,A,0,WNIT
2018,135,3416,65,3239,60,H,1,WNIT
2018,136,3123,69,3292,60,H,0,WNIT
2018,136,3146,51,3188,39,H,0,WBI
2018,136,3161,67,3442,64,H,0,WNIT
2018,136,3182,69,3275,56,A,0,WNIT
2018,136,3202,65,3421,64,A,0,WBI
2018,136,3210,85,3126,32,H,0,WNIT
2018,136,3231,74,3404,50,H,0,WNIT
2018,136,3241,60,3190,52,H,0,WNIT
2018,136,3243,75,3387,61,H,0,WNIT
2018,136,3277,81,3153,75,H,0,WNIT
2018,136,3283,63,3256,59,A,0,WNIT
2018,136,3305,70,3414,60,H,0,WBI
2018,136,3307,82,3388,80,H,0,WNIT
2018,136,3345,48,3237,46,A,0,WNIT
2018,136,3347,63,3336,62,A,1,WNIT
2018,136,3349,71,3402,60,H,0,WNIT
2018,136,3375,49,3391,33,H,0,WBI
2018,136,3377,65,3222,58,H,0,WNIT
2018,136,3385,68,3265,47,H,0,WNIT
2018,136,3395,80,3249,68,H,0,WNIT
2018,136,3412,60,3151,50,H,0,WNIT
2018,136,3413,82,3225,62,H,0,WNIT
2018,136,3428,78,3424,68,H,0,WNIT
2018,136,3451,66,3411,56,A,0,WBI
2018,136,3452,83,3137,50,H,0,WNIT
2018,136,3454,81,3320,67,A,0,WNIT
2018,136,3461,67,3308,59,H,0,WNIT
2018,136,3463,68,3318,58,A,0,WBI
2018,137,3180,57,3352,44,H,0,WNIT
2018,137,3200,65,3217,47,H,0,WNIT
2018,137,3206,82,3372,75,H,0,WNIT
2018,137,3207,67,3174,57,H,0,WNIT
2018,137,3335,76,3107,61,H,0,WNIT
2018,137,3405,64,3460,50,H,0,WNIT
2018,137,3439,56,3298,55,H,0,WNIT
2018,139,3104,80,3416,61,H,0,WNIT
2018,139,3200,63,3180,60,A,0,WNIT
2018,139,3210,91,3412,47,H,0,WNIT
2018,139,3231,74,3454,54,H,0,WNIT
2018,139,3241,62,3347,35,H,0,WNIT
2018,139,3243,74,3428,57,H,0,WNIT
2018,139,3345,77,3123,72,A,0,WNIT
2018,139,3377,74,3161,49,H,0,WNIT
2018,139,3395,86,3283,51,H,0,WNIT
2018,139,3413,74,3461,64,A,0,WNIT
2018,139,3439,78,3206,69,H,0,WNIT
2018,139,3452,79,3386,51,H,0,WNIT
2018,140,3146,82,3451,67,H,0,WBI
2018,140,3182,69,3207,66,A,0,WNIT
2018,140,3277,68,3405,66,H,0,WNIT
2018,140,3305,86,3201,74,A,0,WBI
2018,140,3375,54,3202,53,H,0,WBI
2018,140,3385,53,3335,48,H,0,WNIT
2018,141,3307,93,3349,73,H,0,WNIT
2018,141,3463,70,3127,64,A,0,WBI
2018,143,3377,85,3277,83,H,1,WNIT
2018,144,3104,61,3210,59,H,0,WNIT
2018,144,3231,73,3345,51,H,0,WNIT
2018,144,3385,65,3182,52,H,0,WNIT
2018,144,3395,81,3307,72,A,0,WNIT
2018,144,3413,71,3243,69,A,0,WNIT
2018,144,3439,81,3200,50,H,0,WNIT
2018,144,3452,67,3241,55,H,0,WNIT
2018,145,3146,65,3305,56,H,0,WBI
2018,145,3463,76,3375,74,H,1,WBI
2018,146,3395,79,3377,71,A,0,WNIT
2018,146,3439,74,3104,67,H,0,WNIT
2018,147,3231,81,3413,66,H,0,WNIT
2018,147,3452,76,3385,62,H,0,WNIT
2018,149,3231,71,3395,58,H,0,WNIT
2018,149,3439,64,3452,61,A,0,WNIT
2018,150,3463,54,3146,50,A,0,WBI
2018,152,3231,65,3439,57,H,0,WNIT
2019,135,3111,57,3421,55,A,0,WBI
2019,135,3267,67,3172,64,A,0,WBI
2019,135,3287,71,3326,61,A,0,WNIT
2019,135,3317,56,3410,42,H,0,WBI
2019,135,3334,77,3201,72,A,0,WNIT
2019,135,3337,91,3465,79,A,0,WNIT
2019,135,3429,68,3415,60,A,0,WBI
2019,136,3112,66,3226,56,H,0,WNIT
2019,136,3116,88,3222,80,H,1,WNIT
2019,136,3139,89,3318,72,H,0,WNIT
2019,136,3144,58,3157,54,A,0,WBI
2019,136,3153,76,3464,62,H,0,WNIT
2019,136,3176,83,3307,75,A,0,WNIT
2019,136,3225,79,3258,64,A,0,WNIT
2019,136,3245,64,3453,59,A,0,WNIT
2019,136,3292,59,3237,47,H,0,WNIT
2019,136,3321,74,3173,51,H,0,WNIT
2019,136,3325,81,3219,74,H,0,WNIT
2019,136,3344,71,3216,54,H,0,WNIT
2019,136,3378,84,3391,50,H,0,WNIT
2019,136,3379,77,3311,71,H,0,WBI
2019,136,3395,72,3341,41,H,0,WNIT
2019,136,3399,73,3103,59,H,0,WBI
2019,136,3405,71,3371,65,H,0,WNIT
2019,136,3412,93,3407,89,A,0,WNIT
2019,136,3426,60,3372,54,H,0,WNIT
2019,136,3433,65,3150,52,H,0,WNIT
2019,136,3439,92,3202,65,H,0,WNIT
2019,136,3443,67,3275,63,A,0,WNIT
2019,136,3452,83,3351,43,H,0,WNIT
2019,136,3461,68,3294,60,H,0,WNIT
2019,136,3466,64,3209,57,H,0,WBI
2019,137,3207,90,3357,59,H,0,WNIT
2019,137,3217,69,3180,56,H,0,WNIT
2019,137,3241,48,3299,37,H,0,WNIT
2019,137,3278,91,3320,75,H,0,WNIT
2019,137,3335,64,3110,45,H,0,WNIT
2019,137,3375,73,3249,71,A,0,WNIT
2019,137,3388,67,3218,43,H,0,WNIT
2019,137,3437,86,3330,81,H,1,WNIT
2019,138,3139,70,3245,52,H,0,WNIT
2019,138,3395,71,3426,54,H,0,WNIT
2019,139,3112,64,3334,48,H,0,WNIT
2019,139,3116,100,3412,52,H,0,WNIT
2019,139,3153,72,3278,65,H,0,WNIT
2019,139,3207,70,3217,65,A,0,WNIT
2019,139,3225,88,3176,66,H,0,WNIT
2019,139,3241,71,3378,54,H,0,WNIT
2019,139,3321,54,3405,47,A,0,WNIT
2019,139,3325,59,3292,57,H,0,WNIT
2019,139,3337,65,3388,61,A,0,WNIT
2019,139,3344,64,3335,54,H,0,WNIT
2019,139,3439,82,3433,72,H,0,WNIT
2019,139,3443,68,3287,65,H,0,WNIT
2019,139,3452,64,3437,57,A,0,WNIT
2019,139,3461,78,3375,71,A,0,WNIT
2019,140,3111,83,3267,71,H,0,WBI
2019,140,3144,70,3399,62,H,0,WBI
2019,140,3466,69,3379,65,A,0,WBI
2019,141,3207,53,3344,46,A,0,WNIT
2019,141,3317,56,3429,54,H,0,WBI
2019,142,3321,56,3452,54,A,0,WNIT
2019,143,3112,68,3225,60,H,0,WNIT
2019,143,3153,72,3139,65,H,0,WNIT
2019,143,3241,70,3439,66,H,0,WNIT
2019,143,3325,68,3443,60,H,0,WNIT
2019,143,3395,82,3116,78,A,0,WNIT
2019,143,3461,61,3337,60,H,0,WNIT
2019,144,3317,56,3466,53,H,0,WBI
2019,145,3111,70,3144,57,H,0,WBI
2019,145,3321,61,3325,58,H,0,WNIT
2019,146,3112,67,3461,45,H,0,WNIT
2019,146,3241,54,3207,44,H,0,WNIT
2019,146,3395,69,3153,55,H,0,WNIT
2019,149,3111,76,3317,59,H,0,WBI
2019,149,3112,59,3395,53,H,0,WNIT
2019,149,3321,74,3241,69,A,0,WNIT
2019,152,3112,56,3321,42,H,0,WNIT
2021,137,3155,65,3325,60,N,0,WNIT
2021,137,3156,68,3264,55,N,0,WBI
2021,137,3160,68,3418,45,N,0,WNIT
2021,137,3166,72,3132,65,N,0,WNIT
2021,137,3174,77,3200,49,N,0,WNIT
2021,137,3196,66,3150,65,N,0,WNIT
2021,137,3201,78,3281,75,N,0,WNIT
2021,137,3279,64,3359,45,N,0,WNIT
2021,137,3304,72,3404,46,N,0,WNIT
2021,137,3319,82,3198,69,N,0,WBI
2021,137,3320,70,3173,56,N,0,WNIT
2021,137,3339,67,3101,42,N,0,WBI
2021,137,3349,48,3113,36,N,0,WNIT
2021,137,3362,71,3222,63,N,0,WNIT
2021,137,3387,74,3177,72,N,0,WNIT
2021,137,3391,49,3260,45,N,0,WBI
2021,137,3408,75,3229,67,N,0,WNIT
2021,137,3437,78,3269,51,N,0,WNIT
2021,137,3454,84,3179,46,N,0,WNIT
2021,137,3465,90,3307,85,N,0,WNIT
2021,138,3113,50,3281,39,N,0,WNIT
2021,138,3132,77,3173,76,N,0,WNIT
2021,138,3156,64,3391,54,N,0,WBI
2021,138,3160,75,3304,71,N,0,WNIT
2021,138,3174,87,3155,74,N,0,WNIT
2021,138,3179,100,3177,91,N,0,WNIT
2021,138,3198,78,3101,61,N,0,WBI
2021,138,3229,68,3359,62,N,0,WNIT
2021,138,3264,56,3260,51,N,0,WBI
2021,138,3269,81,3150,75,N,0,WNIT
2021,138,3279,72,3408,61,N,0,WNIT
2021,138,3320,64,3166,63,N,0,WNIT
2021,138,3325,81,3200,64,N,0,WNIT
2021,138,3339,80,3319,65,N,0,WBI
2021,138,3349,87,3201,73,N,0,WNIT
2021,138,3387,61,3454,44,N,0,WNIT
2021,138,3404,58,3418,48,N,0,WNIT
2021,138,3437,77,3196,57,N,0,WNIT
