Season,ConfAbbrev,DayNum,WTeamID,LTeamID
2002,acc,124,3438,3210
2002,mac,124,3444,3141
2002,nec,124,3447,3284
2002,a_ten,124,3462,3203
2002,pac_ten,125,3113,3332
2002,ovc,125,3122,3399
2002,big_east,125,3130,3353
2002,patriot,125,3137,3119
2002,southern,125,3151,3422
2002,cusa,125,3153,3222
2002,big_east,125,3163,3371
2002,sun_belt,125,3176,3292
2002,acc,125,3181,3438
2002,patriot,125,3221,3159
2002,big_ten,125,3231,3345
2002,nec,125,3254,3357
2002,acc,125,3314,3301
2002,big_ten,125,3336,3458
2002,wcc,125,3337,3365
2002,nec,125,3384,3447
2002,a_ten,125,3386,3462
2002,maac,125,3389,3373
2002,pac_ten,125,3390,3333
2002,big_east,125,3393,3323
2002,a_ten,125,3396,3269
2002,cusa,125,3408,3395
2002,sec,125,3435,3261
2002,big_east,125,3437,3274
2002,sun_belt,125,3443,3375
2002,horizon,125,3453,3178
2002,pac_ten,126,3113,3390
2002,big_east,126,3130,3393
2002,cusa,126,3153,3408
2002,big_east,126,3163,3437
2002,acc,126,3181,3314
2002,sun_belt,126,3198,3176
2002,big_ten,126,3231,3336
2002,meac,126,3271,3288
2002,meac,126,3299,3126
2002,sun_belt,126,3317,3443
2002,a_ten,126,3396,3386
2002,swac,127,3106,3411
2002,wac,127,3129,3201
2002,big_east,127,3163,3130
2002,meac,127,3197,3175
2002,sun_belt,127,3198,3317
2002,swac,127,3212,3105
2002,big_twelve,127,3235,3304
2002,swac,127,3238,3108
2002,big_twelve,127,3329,3401
2002,southland,127,3368,3427
2002,wac,127,3374,3431
2002,swac,127,3380,3341
2002,big_twelve,127,3400,3242
2002,big_twelve,127,3403,3281
2002,southland,127,3426,3402
2002,mac,128,3123,3185
2002,big_twelve,128,3124,3403
2002,patriot,128,3137,3221
2002,mwc,128,3140,3461
2002,mwc,128,3161,3102
2002,caa,128,3180,3406
2002,wac,128,3218,3305
2002,meac,128,3224,3299
2002,big_twelve,128,3235,3160
2002,big_twelve,128,3243,3400
2002,mac,128,3245,3325
2002,big_west,128,3253,3142
2002,wac,128,3256,3129
2002,mac,128,3275,3444
2002,mac,128,3296,3405
2002,mwc,128,3307,3361
2002,big_twelve,128,3328,3329
2002,big_west,128,3334,3225
2002,wac,128,3349,3374
2002,meac,128,3354,3197
2002,big_west,128,3364,3168
2002,wac,128,3409,3363
2002,big_west,128,3415,3414
2002,mwc,128,3424,3428
2002,caa,128,3456,3220
2002,big_twelve,129,3124,3235
2002,mvc,129,3166,3232
2002,caa,129,3174,3180
2002,mvc,129,3179,3133
2002,big_sky,129,3186,3319
2002,mvc,129,3191,3320
2002,a_sun,129,3194,3144
2002,caa,129,3206,3241
2002,a_sun,129,3209,3407
2002,meac,129,3214,3164
2002,aec,129,3216,3263
2002,a_sun,129,3273,3125
2002,big_sky,129,3285,3340
2002,aec,129,3306,3127
2002,meac,129,3313,3271
2002,southland,129,3322,3426
2002,big_twelve,129,3328,3243
2002,caa,129,3330,3456
2002,southland,129,3372,3368
2002,a_sun,129,3391,3416
2002,aec,129,3392,3131
2002,caa,129,3423,3433
2002,aec,129,3436,3318
2002,mvc,129,3455,3283
2002,swac,130,3106,3212
2002,mac,130,3123,3296
2002,mwc,130,3140,3307
2002,mvc,130,3166,3191
2002,mvc,130,3179,3455
2002,a_sun,130,3194,3273
2002,a_sun,130,3209,3391
2002,meac,130,3214,3224
2002,aec,130,3216,3436
2002,wac,130,3218,3349
2002,mac,130,3245,3275
2002,wac,130,3256,3409
2002,big_sky,130,3286,3285
2002,meac,130,3313,3354
2002,caa,130,3330,3206
2002,big_west,130,3334,3415
2002,big_west,130,3364,3253
2002,swac,130,3380,3238
2002,aec,130,3392,3306
2002,caa,130,3423,3174
2002,mwc,130,3424,3161
2002,big_sky,130,3451,3186
2002,mwc,131,3140,3424
2002,mvc,131,3166,3179
2002,a_sun,131,3209,3194
2002,aec,131,3216,3392
2002,mac,131,3245,3123
2002,wac,131,3256,3218
2002,meac,131,3313,3214
2002,big_twelve,131,3328,3124
2002,caa,131,3330,3423
2002,big_west,131,3364,3334
2002,southland,131,3372,3322
2002,swac,131,3380,3106
2002,nec,131,3384,3254
2002,big_sky,131,3451,3286
2003,ovc,120,3122,3293
2003,ovc,120,3369,3183
2003,ovc,120,3399,3184
2003,ovc,120,3404,3287
2003,horizon,121,3139,3464
2003,big_south,121,3157,3149
2003,southern,121,3158,3190
2003,southern,121,3172,3459
2003,big_south,121,3189,3457
2003,big_south,121,3219,3347
2003,big_south,121,3251,3421
2003,sec,122,3116,3104
2003,sun_belt,122,3117,3176
2003,sec,122,3120,3246
2003,maac,122,3145,3233
2003,southern,122,3151,3158
2003,horizon,122,3156,3454
2003,southern,122,3172,3441
2003,horizon,122,3178,3227
2003,a_ten,122,3182,3200
2003,maac,122,3193,3351
2003,sun_belt,122,3198,3418
2003,southern,122,3202,3422
2003,southern,122,3204,3111
2003,big_ten,122,3231,3458
2003,big_ten,122,3234,3321
2003,a_ten,122,3247,3269
2003,cusa,122,3257,3387
2003,wcc,122,3258,3339
2003,horizon,122,3260,3460
2003,maac,122,3265,3259
2003,cusa,122,3266,3272
2003,big_ten,122,3276,3228
2003,sun_belt,122,3317,3114
2003,a_ten,122,3348,3173
2003,a_ten,122,3350,3382
2003,wcc,122,3360,3388
2003,sec,122,3376,3279
2003,cusa,122,3379,3222
2003,cusa,122,3395,3187
2003,sec,122,3435,3196
2003,horizon,122,3453,3139
2003,patriot,123,3110,3159
2003,patriot,123,3119,3250
2003,ovc,123,3122,3404
2003,patriot,123,3137,3298
2003,pac_ten,123,3143,3113
2003,maac,123,3145,3389
2003,cusa,123,3150,3266
2003,southern,123,3151,3202
2003,cusa,123,3153,3379
2003,acc,123,3155,3268
2003,cusa,123,3177,3257
2003,horizon,123,3178,3156
2003,acc,123,3181,3448
2003,a_ten,123,3203,3182
2003,southern,123,3204,3172
2003,patriot,123,3221,3248
2003,big_ten,123,3234,3278
2003,sec,123,3261,3116
2003,sec,123,3280,3376
2003,maac,123,3310,3193
2003,big_ten,123,3326,3277
2003,big_ten,123,3336,3231
2003,big_ten,123,3345,3276
2003,a_ten,123,3348,3386
2003,wcc,123,3360,3362
2003,wcc,123,3365,3258
2003,ovc,123,3369,3399
2003,maac,123,3373,3265
2003,cusa,123,3395,3408
2003,a_ten,123,3396,3350
2003,sec,123,3397,3120
2003,pac_ten,123,3425,3450
2003,sec,123,3435,3208
2003,horizon,123,3453,3260
2003,a_ten,123,3462,3247
2003,pac_ten,124,3112,3333
2003,sun_belt,124,3117,3308
2003,ovc,124,3122,3369
2003,mac,124,3138,3141
2003,southern,124,3151,3204
2003,cusa,124,3153,3177
2003,mac,124,3185,3132
2003,a_ten,124,3203,3396
2003,acc,124,3210,3199
2003,big_south,124,3219,3189
2003,mac,124,3245,3325
2003,big_south,124,3251,3157
2003,nec,124,3254,3357
2003,sec,124,3261,3435
2003,maac,124,3264,3145
2003,mac,124,3267,3296
2003,big_east,124,3274,3393
2003,nec,124,3284,3447
2003,acc,124,3314,3155
2003,big_east,124,3323,3338
2003,wcc,124,3337,3360
2003,a_ten,124,3348,3462
2003,wcc,124,3365,3211
2003,big_east,124,3371,3207
2003,maac,124,3373,3310
2003,nec,124,3384,3291
2003,pac_ten,124,3390,3143
2003,cusa,124,3395,3150
2003,sec,124,3397,3280
2003,pac_ten,124,3417,3332
2003,nec,124,3420,3346
2003,acc,124,3438,3301
2003,big_east,124,3439,3452
2003,sun_belt,124,3443,3317
2003,mac,124,3444,3103
2003,pac_ten,124,3449,3425
2003,pac_ten,125,3112,3449
2003,patriot,125,3119,3110
2003,big_east,125,3163,3371
2003,acc,125,3181,3210
2003,patriot,125,3221,3137
2003,big_south,125,3251,3219
2003,sec,125,3261,3397
2003,maac,125,3264,3373
2003,big_east,125,3274,3353
2003,sun_belt,125,3292,3309
2003,acc,125,3314,3438
2003,big_ten,125,3326,3336
2003,wcc,125,3337,3365
2003,big_ten,125,3345,3234
2003,sun_belt,125,3375,3198
2003,nec,125,3384,3254
2003,pac_ten,125,3390,3417
2003,cusa,125,3395,3153
2003,nec,125,3420,3284
2003,big_east,125,3437,3323
2003,big_east,125,3439,3130
2003,horizon,125,3453,3178
2003,big_east,126,3163,3439
2003,meac,126,3164,3299
2003,acc,126,3181,3314
2003,a_ten,126,3203,3348
2003,meac,126,3271,3288
2003,sun_belt,126,3292,3117
2003,big_ten,126,3345,3326
2003,pac_ten,126,3390,3112
2003,big_east,126,3437,3274
2003,sun_belt,126,3443,3375
2003,swac,127,3106,3290
2003,swac,127,3108,3380
2003,big_twelve,127,3124,3401
2003,wac,127,3129,3431
2003,swac,127,3212,3341
2003,swac,127,3238,3105
2003,big_twelve,127,3242,3235
2003,big_twelve,127,3328,3304
2003,big_twelve,127,3329,3281
2003,meac,127,3354,3313
2003,wac,127,3374,3305
2003,southland,127,3402,3426
2003,southland,127,3419,3322
2003,big_east,127,3437,3163
2003,sun_belt,127,3443,3292
2003,mac,128,3123,3138
2003,mwc,128,3140,3424
2003,big_twelve,128,3160,3328
2003,mwc,128,3161,3461
2003,meac,128,3175,3164
2003,caa,128,3180,3406
2003,wac,128,3201,3363
2003,meac,128,3214,3354
2003,wac,128,3218,3409
2003,caa,128,3220,3456
2003,patriot,128,3221,3119
2003,big_twelve,128,3243,3124
2003,big_west,128,3253,3142
2003,wac,128,3256,3129
2003,mac,128,3275,3185
2003,mwc,128,3307,3361
2003,big_west,128,3334,3415
2003,big_west,128,3364,3168
2003,wac,128,3374,3349
2003,big_twelve,128,3400,3242
2003,big_twelve,128,3403,3329
2003,mac,128,3405,3267
2003,big_west,128,3414,3225
2003,mwc,128,3428,3102
2003,mac,128,3444,3245
2003,a_sun,129,3125,3407
2003,aec,129,3131,3318
2003,mvc,129,3166,3229
2003,caa,129,3174,3180
2003,big_sky,129,3186,3340
2003,meac,129,3197,3126
2003,a_sun,129,3209,3273
2003,meac,129,3224,3271
2003,mvc,129,3232,3455
2003,a_sun,129,3240,3194
2003,caa,129,3241,3206
2003,aec,129,3263,3216
2003,mvc,129,3283,3179
2003,big_sky,129,3285,3319
2003,aec,129,3306,3392
2003,mvc,129,3320,3133
2003,caa,129,3330,3220
2003,big_twelve,129,3400,3160
2003,southland,129,3402,3372
2003,big_twelve,129,3403,3243
2003,a_sun,129,3416,3144
2003,southland,129,3427,3419
2003,caa,129,3433,3423
2003,aec,129,3436,3127
2003,swac,130,3106,3108
2003,mac,130,3123,3275
2003,aec,130,3131,3436
2003,mwc,130,3140,3428
2003,caa,130,3174,3433
2003,meac,130,3175,3224
2003,wac,130,3201,3374
2003,a_sun,130,3209,3240
2003,swac,130,3212,3238
2003,meac,130,3214,3197
2003,mvc,130,3232,3320
2003,wac,130,3256,3218
2003,aec,130,3263,3306
2003,mvc,130,3283,3166
2003,big_sky,130,3286,3285
2003,mwc,130,3307,3161
2003,caa,130,3330,3241
2003,big_west,130,3334,3253
2003,big_west,130,3364,3414
2003,a_sun,130,3416,3125
2003,mac,130,3444,3405
2003,big_sky,130,3451,3186
2003,swac,131,3106,3212
2003,aec,131,3131,3263
2003,a_sun,131,3209,3416
2003,meac,131,3214,3175
2003,wac,131,3256,3201
2003,mvc,131,3283,3232
2003,mwc,131,3307,3140
2003,caa,131,3330,3174
2003,big_west,131,3364,3334
2003,nec,131,3384,3420
2003,big_twelve,131,3400,3403
2003,southland,131,3402,3427
2003,mac,131,3444,3123
2003,big_sky,131,3451,3286
2004,ovc,120,3122,3287
2004,ovc,120,3184,3240
2004,ovc,120,3369,3293
2004,ovc,120,3399,3404
2004,horizon,120,3460,3464
2004,southern,121,3158,3422
2004,southern,121,3204,3111
2004,southern,121,3441,3459
2004,horizon,122,3139,3156
2004,cusa,122,3150,3187
2004,southern,122,3151,3204
2004,cusa,122,3153,3378
2004,horizon,122,3178,3260
2004,southern,122,3189,3190
2004,southern,122,3202,3158
2004,sec,122,3208,3376
2004,big_ten,122,3231,3458
2004,maac,122,3259,3351
2004,maac,122,3264,3193
2004,cusa,122,3266,3408
2004,cusa,122,3272,3412
2004,big_ten,122,3276,3228
2004,big_ten,122,3278,3321
2004,sec,122,3279,3104
2004,sec,122,3280,3116
2004,wcc,122,3360,3388
2004,wcc,122,3365,3362
2004,maac,122,3389,3233
2004,sec,122,3435,3246
2004,southern,122,3441,3172
2004,horizon,122,3453,3460
2004,horizon,122,3454,3227
2004,patriot,123,3110,3298
2004,ovc,123,3122,3369
2004,patriot,123,3137,3221
2004,pac_ten,123,3143,3332
2004,maac,123,3145,3259
2004,southern,123,3151,3189
2004,patriot,123,3159,3248
2004,a_ten,123,3182,3269
2004,ovc,123,3184,3399
2004,sec,123,3208,3196
2004,cusa,123,3222,3153
2004,a_ten,123,3247,3382
2004,patriot,123,3250,3119
2004,cusa,123,3257,3272
2004,sec,123,3261,3279
2004,maac,123,3265,3264
2004,cusa,123,3266,3177
2004,big_ten,123,3277,3234
2004,nec,123,3284,3447
2004,big_ten,123,3326,3278
2004,pac_ten,123,3333,3450
2004,big_ten,123,3336,3231
2004,wcc,123,3337,3365
2004,wcc,123,3339,3360
2004,big_ten,123,3345,3276
2004,nec,123,3346,3192
2004,a_ten,123,3348,3173
2004,nec,123,3357,3254
2004,nec,123,3384,3291
2004,maac,123,3389,3310
2004,cusa,123,3395,3150
2004,sec,123,3397,3280
2004,sec,123,3435,3120
2004,southern,123,3441,3202
2004,acc,123,3448,3210
2004,a_ten,123,3462,3200
2004,pac_ten,124,3112,3333
2004,ovc,124,3122,3184
2004,mac,124,3123,3296
2004,big_east,124,3130,3393
2004,mac,124,3132,3141
2004,maac,124,3145,3373
2004,southern,124,3151,3441
2004,sun_belt,124,3176,3375
2004,acc,124,3181,3448
2004,a_ten,124,3203,3247
2004,sec,124,3208,3397
2004,wcc,124,3211,3337
2004,cusa,124,3222,3266
2004,wcc,124,3258,3339
2004,maac,124,3265,3389
2004,mac,124,3267,3138
2004,acc,124,3268,3199
2004,acc,124,3301,3155
2004,sun_belt,124,3308,3117
2004,acc,124,3314,3438
2004,a_ten,124,3350,3348
2004,big_east,124,3353,3371
2004,a_ten,124,3386,3182
2004,pac_ten,124,3390,3143
2004,cusa,124,3395,3257
2004,a_ten,124,3396,3462
2004,mac,124,3405,3325
2004,pac_ten,124,3417,3113
2004,sec,124,3435,3261
2004,big_east,124,3439,3207
2004,mac,124,3444,3103
2004,pac_ten,124,3449,3425
2004,big_east,124,3452,3385
2004,patriot,125,3110,3250
2004,pac_ten,125,3112,3449
2004,big_east,125,3130,3274
2004,patriot,125,3159,3137
2004,big_east,125,3163,3439
2004,horizon,125,3178,3454
2004,acc,125,3181,3268
2004,cusa,125,3222,3395
2004,wcc,125,3258,3211
2004,maac,125,3265,3145
2004,nec,125,3284,3357
2004,sun_belt,125,3292,3317
2004,acc,125,3314,3301
2004,big_ten,125,3336,3277
2004,big_ten,125,3345,3326
2004,big_east,125,3353,3323
2004,nec,125,3384,3346
2004,a_ten,125,3386,3203
2004,pac_ten,125,3390,3417
2004,a_ten,125,3396,3350
2004,sec,125,3435,3208
2004,sun_belt,125,3443,3418
2004,big_east,125,3452,3437
2004,horizon,125,3453,3139
2004,meac,126,3126,3288
2004,big_east,126,3130,3163
2004,acc,126,3181,3314
2004,meac,126,3271,3299
2004,sun_belt,126,3292,3176
2004,big_ten,126,3345,3336
2004,big_east,126,3353,3452
2004,pac_ten,126,3390,3112
2004,a_ten,126,3396,3386
2004,sun_belt,126,3443,3308
2004,horizon,126,3453,3178
2004,big_twelve,127,3124,3242
2004,big_south,127,3128,3421
2004,wac,127,3129,3218
2004,big_east,127,3130,3353
2004,big_south,127,3157,3219
2004,big_twelve,127,3235,3304
2004,big_south,127,3251,3457
2004,big_twelve,127,3281,3329
2004,sun_belt,127,3292,3443
2004,meac,127,3313,3354
2004,southland,127,3322,3358
2004,big_twelve,127,3328,3401
2004,big_south,127,3347,3149
2004,wac,127,3363,3305
2004,southland,127,3419,3402
2004,southland,127,3426,3372
2004,southland,127,3427,3270
2004,big_twelve,128,3124,3403
2004,mac,128,3132,3444
2004,patriot,128,3159,3110
2004,big_west,128,3168,3415
2004,meac,128,3175,3313
2004,mac,128,3185,3405
2004,swac,128,3212,3108
2004,meac,128,3214,3271
2004,swac,128,3238,3411
2004,caa,128,3241,3406
2004,big_twelve,128,3243,3281
2004,big_west,128,3253,3429
2004,wac,128,3256,3129
2004,mac,128,3267,3245
2004,mac,128,3275,3123
2004,swac,128,3290,3106
2004,aec,128,3306,3392
2004,mwc,128,3307,3102
2004,aec,128,3318,3420
2004,big_twelve,128,3328,3160
2004,wac,128,3349,3363
2004,swac,128,3380,3105
2004,big_twelve,128,3400,3235
2004,wac,128,3409,3201
2004,mwc,128,3424,3140
2004,mwc,128,3428,3361
2004,wac,128,3431,3374
2004,caa,128,3456,3180
2004,mwc,128,3461,3161
2004,aec,129,3107,3216
2004,big_south,129,3128,3157
2004,aec,129,3131,3436
2004,meac,129,3164,3126
2004,caa,129,3174,3423
2004,mvc,129,3179,3133
2004,big_sky,129,3186,3451
2004,meac,129,3197,3224
2004,caa,129,3206,3241
2004,a_sun,129,3209,3194
2004,mvc,129,3229,3232
2004,big_south,129,3251,3347
2004,a_sun,129,3252,3407
2004,big_west,129,3253,3142
2004,aec,129,3263,3306
2004,mvc,129,3283,3455
2004,big_sky,129,3286,3319
2004,aec,129,3318,3127
2004,mvc,129,3320,3166
2004,southland,129,3322,3427
2004,big_twelve,129,3328,3243
2004,caa,129,3330,3456
2004,big_west,129,3334,3168
2004,a_sun,129,3391,3125
2004,big_twelve,129,3400,3124
2004,a_sun,129,3416,3273
2004,southland,129,3426,3419
2004,caa,129,3433,3220
2004,aec,130,3131,3318
2004,mac,130,3132,3275
2004,meac,130,3175,3197
2004,mvc,130,3179,3320
2004,mac,130,3185,3267
2004,caa,130,3206,3433
2004,meac,130,3214,3164
2004,big_west,130,3225,3334
2004,big_sky,130,3226,3286
2004,a_sun,130,3252,3209
2004,wac,130,3256,3431
2004,aec,130,3263,3107
2004,mvc,130,3283,3229
2004,big_sky,130,3285,3186
2004,swac,130,3290,3212
2004,mwc,130,3307,3461
2004,caa,130,3330,3174
2004,wac,130,3349,3409
2004,big_west,130,3364,3253
2004,swac,130,3380,3238
2004,a_sun,130,3416,3391
2004,mwc,130,3428,3424
2004,mac,131,3185,3132
2004,meac,131,3214,3175
2004,big_south,131,3251,3128
2004,a_sun,131,3252,3416
2004,wac,131,3256,3349
2004,aec,131,3263,3131
2004,mvc,131,3283,3179
2004,big_sky,131,3285,3226
2004,mwc,131,3307,3428
2004,southland,131,3322,3426
2004,big_twelve,131,3328,3400
2004,caa,131,3330,3206
2004,big_west,131,3364,3225
2004,swac,131,3380,3290
2004,nec,131,3384,3284
2005,horizon,120,3156,3260
2005,ovc,120,3184,3293
2005,ovc,120,3240,3398
2005,ovc,120,3369,3359
2005,ovc,120,3399,3404
2005,southern,121,3158,3189
2005,southern,121,3190,3111
2005,southern,121,3441,3459
2005,sec,122,3104,3196
2005,sec,122,3116,3280
2005,sec,122,3120,3246
2005,cusa,122,3150,3153
2005,patriot,122,3159,3119
2005,southern,122,3172,3158
2005,horizon,122,3178,3454
2005,southern,122,3190,3151
2005,southern,122,3204,3422
2005,wcc,122,3211,3339
2005,patriot,122,3221,3248
2005,horizon,122,3227,3139
2005,big_ten,122,3228,3321
2005,big_ten,122,3234,3276
2005,patriot,122,3250,3137
2005,wcc,122,3258,3360
2005,maac,122,3264,3389
2005,cusa,122,3266,3412
2005,cusa,122,3272,3187
2005,sec,122,3279,3376
2005,patriot,122,3298,3110
2005,wcc,122,3337,3388
2005,maac,122,3351,3259
2005,wcc,122,3365,3362
2005,maac,122,3373,3233
2005,cusa,122,3378,3379
2005,southern,122,3441,3202
2005,horizon,122,3453,3156
2005,big_ten,122,3458,3231
2005,horizon,122,3460,3464
2005,sun_belt,123,3114,3176
2005,pac_ten,123,3143,3450
2005,maac,123,3145,3264
2005,cusa,123,3177,3272
2005,ovc,123,3184,3240
2005,maac,123,3193,3373
2005,sun_belt,123,3198,3308
2005,a_ten,123,3200,3173
2005,southern,123,3204,3190
2005,sec,123,3208,3279
2005,cusa,123,3222,3150
2005,cusa,123,3257,3266
2005,sec,123,3261,3104
2005,acc,123,3268,3155
2005,a_ten,123,3269,3182
2005,acc,123,3274,3210
2005,big_ten,123,3277,3228
2005,big_ten,123,3278,3345
2005,sun_belt,123,3292,3309
2005,maac,123,3310,3351
2005,big_ten,123,3326,3458
2005,big_ten,123,3336,3234
2005,a_ten,123,3350,3382
2005,ovc,123,3369,3399
2005,a_ten,123,3386,3247
2005,cusa,123,3395,3378
2005,sec,123,3397,3120
2005,sec,123,3435,3116
2005,southern,123,3441,3172
2005,acc,123,3448,3439
2005,pac_ten,123,3449,3333
2005,pac_ten,124,3113,3417
2005,mac,124,3123,3103
2005,maac,124,3145,3310
2005,patriot,124,3159,3250
2005,acc,124,3181,3448
2005,ovc,124,3184,3369
2005,mac,124,3185,3138
2005,a_ten,124,3203,3200
2005,wcc,124,3211,3337
2005,patriot,124,3221,3298
2005,cusa,124,3257,3222
2005,sec,124,3261,3208
2005,maac,124,3265,3193
2005,acc,124,3268,3301
2005,mac,124,3275,3444
2005,acc,124,3314,3274
2005,mac,124,3325,3141
2005,pac_ten,124,3332,3449
2005,nec,124,3346,3284
2005,a_ten,124,3350,3348
2005,nec,124,3352,3148
2005,nec,124,3357,3291
2005,wcc,124,3365,3258
2005,nec,124,3384,3383
2005,big_east,124,3385,3371
2005,pac_ten,124,3390,3143
2005,big_east,124,3393,3207
2005,cusa,124,3395,3177
2005,a_ten,124,3396,3386
2005,sec,124,3397,3435
2005,mac,124,3405,3296
2005,sun_belt,124,3418,3198
2005,pac_ten,124,3425,3112
2005,big_east,124,3437,3344
2005,acc,124,3438,3199
2005,southern,124,3441,3204
2005,sun_belt,124,3443,3114
2005,big_east,124,3452,3338
2005,a_ten,124,3462,3269
2005,pac_ten,125,3113,3332
2005,sun_belt,125,3117,3375
2005,maac,125,3145,3265
2005,big_east,125,3163,3393
2005,acc,125,3181,3268
2005,a_ten,125,3203,3350
2005,big_ten,125,3277,3336
2005,big_ten,125,3278,3326
2005,sun_belt,125,3292,3317
2005,acc,125,3314,3438
2005,big_east,125,3323,3452
2005,big_east,125,3353,3385
2005,wcc,125,3365,3211
2005,pac_ten,125,3390,3425
2005,cusa,125,3395,3257
2005,a_ten,125,3396,3462
2005,sec,125,3397,3261
2005,big_east,125,3437,3130
2005,horizon,125,3453,3227
2005,horizon,125,3460,3178
2005,big_east,126,3163,3323
2005,meac,126,3197,3288
2005,southland,126,3270,3402
2005,big_ten,126,3277,3278
2005,sun_belt,126,3292,3443
2005,acc,126,3314,3181
2005,southland,126,3322,3427
2005,big_east,126,3353,3437
2005,meac,126,3354,3299
2005,pac_ten,126,3390,3113
2005,a_ten,126,3396,3203
2005,sun_belt,126,3418,3117
2005,southland,126,3419,3311
2005,southland,126,3426,3372
2005,horizon,126,3453,3460
2005,big_south,127,3128,3149
2005,wac,127,3129,3431
2005,big_east,127,3163,3353
2005,big_south,127,3219,3157
2005,big_twelve,127,3235,3160
2005,big_south,127,3251,3457
2005,big_twelve,127,3281,3242
2005,sun_belt,127,3292,3418
2005,big_twelve,127,3304,3329
2005,wac,127,3305,3218
2005,meac,127,3313,3126
2005,big_twelve,127,3328,3401
2005,nec,127,3352,3357
2005,nec,127,3384,3346
2005,big_south,127,3421,3347
2005,swac,128,3106,3238
2005,swac,128,3108,3411
2005,big_twelve,128,3124,3281
2005,aec,128,3131,3392
2005,mac,128,3132,3275
2005,mwc,128,3140,3161
2005,meac,128,3164,3354
2005,mac,128,3185,3123
2005,wac,128,3201,3374
2005,swac,128,3212,3105
2005,caa,128,3220,3456
2005,patriot,128,3221,3159
2005,big_twelve,128,3243,3304
2005,mac,128,3245,3325
2005,wac,128,3256,3129
2005,mac,128,3267,3405
2005,mwc,128,3307,3361
2005,meac,128,3313,3214
2005,aec,128,3318,3420
2005,wac,128,3349,3305
2005,wac,128,3363,3409
2005,swac,128,3380,3290
2005,big_twelve,128,3400,3328
2005,big_twelve,128,3403,3235
2005,big_west,128,3414,3429
2005,big_west,128,3415,3168
2005,southland,128,3419,3270
2005,mwc,128,3424,3461
2005,southland,128,3426,3322
2005,mwc,128,3428,3102
2005,caa,128,3433,3423
2005,big_twelve,129,3124,3403
2005,aec,129,3131,3263
2005,big_west,129,3169,3415
2005,caa,129,3174,3433
2005,mvc,129,3179,3166
2005,caa,129,3180,3206
2005,meac,129,3197,3175
