Season,Slot,StrongSeed,WeakSeed,Round,TeamID_1,team1_prob,TeamID_2,team2_prob,sorted_ids,Winner,curr_win_prob,pre_win_prob,cumm_win_prob,TeamName_1,TeamName_2,WinnerName,potential_pts,expected_pts
2022,R1X1,X01,X16,1,1211,1.0,1209,1.0,"1209,1211",1211,0.9286162257194519,1.0,0.9286162257194519,Gonzaga,Georgia St,Gonzaga,10.0,9.286162257194519
2022,R1X2,X02,X15,1,1181,1.0,1168,1.0,"1168,1181",1181,0.952103853225708,1.0,0.952103853225708,Duke,CS Fullerton,Duke,10.0,9.52103853225708
2022,R1X3,X03,X14,1,1403,1.0,1286,1.0,"1286,1403",1403,0.8464751839637756,1.0,0.8464751839637756,Texas Tech,Montana St,Texas Tech,10.0,8.464751839637756
2022,R1X4,X04,X13,1,1116,1.0,1436,1.0,"1116,1436",1116,0.7012998461723328,1.0,0.7012998461723328,Arkansas,Vermont,Arkansas,10.0,7.012998461723328
2022,R1X5,X05,X12,1,1163,1.0,1308,1.0,"1163,1308",1163,0.8421245217323303,1.0,0.8421245217323303,Connecticut,New Mexico St,Connecticut,10.0,8.421245217323303
2022,R1X6,X06,X11,1,1104,1.0,1353,1.0,"1104,1353",1104,0.8609076738357544,1.0,0.8609076738357544,Alabama,Rutgers,Alabama,10.0,8.609076738357544
2022,R1X7,X07,X10,1,1277,1.0,1172,1.0,"1172,1277",1172,0.5051064491271973,1.0,0.5051064491271973,Michigan St,Davidson,Davidson,10.0,5.051064491271973
2022,R1X8,X08,X09,1,1129,1.0,1272,1.0,"1129,1272",1272,0.6055347323417664,1.0,0.6055347323417664,Boise St,Memphis,Memphis,10.0,6.055347323417664
2022,R1Y1,Y01,Y16,1,1242,1.0,1394,1.0,"1242,1394",1242,0.9552086591720581,1.0,0.9552086591720581,Kansas,TAM C. Christi,Kansas,10.0,9.552086591720581
2022,R1Y2,Y02,Y15,1,1120,1.0,1240,1.0,"1120,1240",1120,0.9092731475830078,1.0,0.9092731475830078,Auburn,Jacksonville St,Auburn,10.0,9.092731475830078
2022,R1Y3,Y03,Y14,1,1458,1.0,1159,1.0,"1159,1458",1458,0.7552862763404846,1.0,0.7552862763404846,Wisconsin,Colgate,Wisconsin,10.0,7.552862763404846
2022,R1Y4,Y04,Y13,1,1344,1.0,1355,1.0,"1344,1355",1344,0.5414742827415466,1.0,0.5414742827415466,Providence,S Dakota St,Providence,10.0,5.414742827415466
2022,R1Y5,Y05,Y12,1,1234,1.0,1350,1.0,"1234,1350",1350,0.5398781895637512,1.0,0.5398781895637512,Iowa,Richmond,Richmond,10.0,5.398781895637512
2022,R1Y6,Y06,Y11,1,1261,1.0,1235,1.0,"1235,1261",1261,0.8220144510269165,1.0,0.8220144510269165,LSU,Iowa St,LSU,10.0,8.220144510269165
2022,R1Y7,Y07,Y10,1,1425,1.0,1274,1.0,"1274,1425",1274,0.5697668790817261,1.0,0.5697668790817261,USC,Miami FL,Miami FL,10.0,5.697668790817261
2022,R1Y8,Y08,Y09,1,1361,1.0,1166,1.0,"1166,1361",1361,0.576029896736145,1.0,0.576029896736145,San Diego St,Creighton,San Diego St,10.0,5.76029896736145
2022,R1Z1,Z01,Z16,1,1112,1.0,1136,1.0,"1112,1136",1112,0.91523677110672,1.0,0.91523677110672,Arizona,Bryant,Arizona,10.0,9.1523677110672
2022,R1Z2,Z02,Z15,1,1437,1.0,1174,1.0,"1174,1437",1437,0.9443410038948059,1.0,0.9443410038948059,Villanova,Delaware,Villanova,10.0,9.443410038948059
2022,R1Z3,Z03,Z14,1,1397,1.0,1255,1.0,"1255,1397",1397,0.9415285587310791,1.0,0.9415285587310791,Tennessee,Longwood,Tennessee,10.0,9.415285587310791
2022,R1Z4,Z04,Z13,1,1228,1.0,1151,1.0,"1151,1228",1228,0.6166541576385498,1.0,0.6166541576385498,Illinois,Chattanooga,Illinois,10.0,6.166541576385498
2022,R1Z5,Z05,Z12,1,1222,1.0,1412,1.0,"1222,1412",1222,0.8754478693008423,1.0,0.8754478693008423,Houston,UAB,Houston,10.0,8.754478693008423
2022,R1Z6,Z06,Z11,1,1161,1.0,1276,1.0,"1161,1276",1276,0.5292717814445496,1.0,0.5292717814445496,Colorado St,Michigan,Michigan,10.0,5.292717814445496
2022,R1Z7,Z07,Z10,1,1326,1.0,1260,1.0,"1260,1326",1326,0.6221646070480347,1.0,0.6221646070480347,Ohio St,Loyola-Chicago,Ohio St,10.0,6.221646070480347
2022,R1Z8,Z08,Z09,1,1371,1.0,1395,1.0,"1371,1395",1395,0.6973363757133484,1.0,0.6973363757133484,Seton Hall,TCU,TCU,10.0,6.973363757133484
2022,R2W1,R1W1,R1W8,2,1124,0.9599000811576843,1314,0.7666343450546265,"1124,1314",1124,0.9363186359405518,0.9599000811576843,0.8987723346287879,Baylor,North Carolina,Baylor,20.0,17.97544669257576
2022,R2W2,R1W2,R1W7,2,1246,0.9456655383110046,1362,0.5103282332420349,"1246,1362",1246,0.8870115280151367,0.9456655383110046,0.838816234128501,Kentucky,San Francisco,Kentucky,20.0,16.77632468257002
2022,R2W3,R1W3,R1W6,2,1345,0.9304588437080383,1400,0.8868687152862549,"1345,1400",1400,0.6804031133651733,0.8868687152862549,0.6034282350269393,Purdue,Texas,Texas,20.0,12.068564700538786
2022,R2W4,R1W4,R1W5,2,1417,0.9013064503669739,1388,0.5975375175476074,"1388,1417",1388,0.69830322265625,0.5975375175476074,0.4172623741615098,UCLA,St Mary's CA,St Mary's CA,20.0,8.345247483230196
2022,R2X1,R1X1,R1X8,2,1211,0.9286162257194519,1272,0.6055347323417664,"1211,1272",1211,0.9441545605659485,0.9286162257194519,0.8767572445285587,Gonzaga,Memphis,Gonzaga,20.0,17.535144890571175
2022,R2X2,R1X2,R1X7,2,1181,0.952103853225708,1172,0.5051064491271973,"1172,1181",1181,0.8248181939125061,0.952103853225708,0.7853125806347663,Duke,Davidson,Duke,20.0,15.706251612695326
2022,R2X3,R1X3,R1X6,2,1403,0.8464751839637756,1104,0.8609076738357544,"1104,1403",1403,0.6268951892852783,0.8464751839637756,0.5306512206762619,Texas Tech,Alabama,Texas Tech,20.0,10.613024413525238
2022,R2X4,R1X4,R1X5,2,1116,0.7012998461723328,1163,0.8421245217323303,"1116,1163",1116,0.5918983221054077,0.7012998461723328,0.4150982022421843,Arkansas,Connecticut,Arkansas,20.0,8.301964044843686
2022,R2Y1,R1Y1,R1Y8,2,1242,0.9552086591720581,1361,0.576029896736145,"1242,1361",1242,0.895439088344574,0.9552086591720581,0.8553311709478706,Kansas,San Diego St,Kansas,20.0,17.106623418957412
2022,R2Y2,R1Y2,R1Y7,2,1120,0.9092731475830078,1274,0.5697668790817261,"1120,1274",1120,0.9563058614730835,0.9092731475830078,0.8695432407137105,Auburn,Miami FL,Auburn,20.0,17.39086481427421
2022,R2Y3,R1Y3,R1Y6,2,1458,0.7552862763404846,1261,0.8220144510269165,"1261,1458",1458,0.6430112719535828,0.7552862763404846,0.4856575892387802,Wisconsin,LSU,Wisconsin,20.0,9.713151784775604
2022,R2Y4,R1Y4,R1Y5,2,1344,0.5414742827415466,1350,0.5398781895637512,"1344,1350",1344,0.5769782066345215,0.5414742827415466,0.3124188605949314,Providence,Richmond,Providence,20.0,6.248377211898628
2022,R2Z1,R1Z1,R1Z8,2,1112,0.91523677110672,1395,0.6973363757133484,"1112,1395",1112,0.7666662931442261,0.91523677110672,0.7016811826536795,Arizona,TCU,Arizona,20.0,14.03362365307359
2022,R2Z2,R1Z2,R1Z7,2,1437,0.9443410038948059,1326,0.6221646070480347,"1326,1437",1437,0.8513960242271423,0.9443410038948059,0.8040081762307061,Villanova,Ohio St,Villanova,20.0,16.08016352461412
2022,R2Z3,R1Z3,R1Z6,2,1397,0.9415285587310791,1276,0.5292717814445496,"1276,1397",1397,0.915258526802063,0.9415285587310791,0.8617420416062771,Tennessee,Michigan,Tennessee,20.0,17.234840832125542
2022,R2Z4,R1Z4,R1Z5,2,1228,0.6166541576385498,1222,0.8754478693008423,"1222,1228",1222,0.6558405160903931,0.8754478693008423,0.5741541824124994,Illinois,Houston,Houston,20.0,11.483083648249988
2022,R3W1,R2W1,R2W4,3,1124,0.8987723346287879,1388,0.4172623741615098,"1124,1388",1124,0.8347259163856506,0.8987723346287879,0.7502285606450856,Baylor,St Mary's CA,Baylor,40.0,30.009142425803425
2022,R3W2,R2W2,R2W3,3,1246,0.838816234128501,1400,0.6034282350269393,"1246,1400",1246,0.9404652714729309,0.838816234128501,0.7888775373455623,Kentucky,Texas,Kentucky,40.0,31.55510149382249
2022,R3X1,R2X1,R2X4,3,1211,0.8767572445285587,1116,0.4150982022421843,"1116,1211",1211,0.8787996768951416,0.8767572445285587,0.7704939832071721,Gonzaga,Arkansas,Gonzaga,40.0,30.819759328286885
2022,R3X2,R2X2,R2X3,3,1181,0.7853125806347663,1403,0.5306512206762619,"1181,1403",1181,0.6235133409500122,0.7853125806347663,0.489652870841659,Duke,Texas Tech,Duke,40.0,19.586114833666358
2022,R3Y1,R2Y1,R2Y4,3,1242,0.8553311709478706,1344,0.3124188605949314,"1242,1344",1242,0.9376710057258606,0.8553311709478706,0.8020192392913678,Kansas,Providence,Kansas,40.0,32.08076957165471
2022,R3Y2,R2Y2,R2Y3,3,1120,0.8695432407137105,1458,0.4856575892387802,"1120,1458",1120,0.6078252792358398,0.8695432407137105,0.5285303630944481,Auburn,Wisconsin,Auburn,40.0,21.141214523777926
2022,R3Z1,R2Z1,R2Z4,3,1112,0.7016811826536795,1222,0.5741541824124994,"1112,1222",1112,0.6356173157691956,0.7016811826536795,0.4460007098440864,Arizona,Houston,Arizona,40.0,17.840028393763458
2022,R3Z2,R2Z2,R2Z3,3,1437,0.8040081762307061,1397,0.8617420416062771,"1397,1437",1437,0.6632311940193176,0.8040081762307061,0.5332433027227852,Villanova,Tennessee,Villanova,40.0,21.329732108911408
2022,R4W1,R3W1,R3W2,4,1124,0.7502285606450856,1246,0.7888775373455623,"1124,1246",1124,0.6234737634658813,0.7502285606450856,0.46774782416498273,Baylor,Kentucky,Baylor,80.0,37.41982593319862
2022,R4X1,R3X1,R3X2,4,1211,0.7704939832071721,1181,0.489652870841659,"1181,1211",1211,0.599457323551178,0.7704939832071721,0.46187826098565765,Gonzaga,Duke,Gonzaga,80.0,36.95026087885261
2022,R4Y1,R3Y1,R3Y2,4,1242,0.8020192392913678,1120,0.5285303630944481,"1120,1242",1242,0.6867214441299438,0.8020192392913678,0.550763810226167,Kansas,Auburn,Kansas,80.0,44.06110481809336
2022,R4Z1,R3Z1,R3Z2,4,1112,0.4460007098440864,1437,0.5332433027227852,"1112,1437",1112,0.6027092933654785,0.4460007098440864,0.26880877267063114,Arizona,Villanova,Arizona,80.0,21.50470181365049
2022,R5WX,R4W1,R4X1,5,1124,0.46774782416498273,1211,0.46187826098565765,"1124,1211",1211,0.6754238605499268,0.46187826098565765,0.3119635981390195,Baylor,Gonzaga,Gonzaga,160.0,49.91417570224313
2022,R5YZ,R4Y1,R4Z1,5,1242,0.550763810226167,1112,0.26880877267063114,"1112,1242",1242,0.5643414258956909,0.550763810226167,0.31081883399477883,Kansas,Arizona,Kansas,160.0,49.73101343916461
2022,R6CH,R5WX,R5YZ,6,1211,0.3119635981390195,1242,0.31081883399477883,"1211,1242",1242,0.6115200519561768,0.31081883399477883,0.19007194951344544,Gonzaga,Kansas,Kansas,320.0,60.82302384430254
