Season,Slot,StrongSeed,WeakSeed,Round,TeamID_1,team1_prob,TeamID_2,team2_prob,sorted_ids,Winner,curr_win_prob,pre_win_prob,cumm_win_prob,TeamName_1,TeamName_2,WinnerName,potential_pts,expected_pts
2022,R1W7,W07,W10,1,1293,1.0,1362,1.0,"1293,1362",1362,0.7395870685577393,1.0,0.7395870685577393,Murray St,San Francisco,San Francisco,10.0,7.395870685577393
2022,R1W8,W08,W09,1,1314,1.0,1266,1.0,"1266,1314",1314,0.6364134550094604,1.0,0.6364134550094604,North Carolina,Marquette,North Carolina,10.0,6.3641345500946045
2022,R1X1,X01,X16,1,1211,1.0,1209,1.0,"1209,1211",1211,0.9540221691131592,1.0,0.9540221691131592,Gonzaga,Georgia St,Gonzaga,10.0,9.540221691131592
2022,R1X2,X02,X15,1,1181,1.0,1168,1.0,"1168,1181",1181,0.9118318557739258,1.0,0.9118318557739258,Duke,CS Fullerton,Duke,10.0,9.118318557739258
2022,R1X3,X03,X14,1,1403,1.0,1286,1.0,"1286,1403",1403,0.8736366033554077,1.0,0.8736366033554077,Texas Tech,Montana St,Texas Tech,10.0,8.736366033554077
2022,R1X4,X04,X13,1,1116,1.0,1436,1.0,"1116,1436",1116,0.6566386818885803,1.0,0.6566386818885803,Arkansas,Vermont,Arkansas,10.0,6.566386818885803
2022,R1X5,X05,X12,1,1163,1.0,1308,1.0,"1163,1308",1163,0.9252088069915771,1.0,0.9252088069915771,Connecticut,New Mexico St,Connecticut,10.0,9.252088069915771
2022,R1X6,X06,X11,1,1104,1.0,1353,1.0,"1104,1353",1104,0.9436761140823364,1.0,0.9436761140823364,Alabama,Rutgers,Alabama,10.0,9.436761140823364
2022,R1X7,X07,X10,1,1277,1.0,1172,1.0,"1172,1277",1172,0.5553756952285767,1.0,0.5553756952285767,Michigan St,Davidson,Davidson,10.0,5.553756952285767
2022,R1X8,X08,X09,1,1129,1.0,1272,1.0,"1129,1272",1272,0.5513060688972473,1.0,0.5513060688972473,Boise St,Memphis,Memphis,10.0,5.513060688972473
2022,R1Y1,Y01,Y16,1,1242,1.0,1394,1.0,"1242,1394",1242,0.9273553490638733,1.0,0.9273553490638733,Kansas,TAM C. Christi,Kansas,10.0,9.273553490638733
2022,R1Y2,Y02,Y15,1,1120,1.0,1240,1.0,"1120,1240",1120,0.9340287446975708,1.0,0.9340287446975708,Auburn,Jacksonville St,Auburn,10.0,9.340287446975708
2022,R1Y3,Y03,Y14,1,1458,1.0,1159,1.0,"1159,1458",1458,0.7528679370880127,1.0,0.7528679370880127,Wisconsin,Colgate,Wisconsin,10.0,7.528679370880127
2022,R1Y4,Y04,Y13,1,1344,1.0,1355,1.0,"1344,1355",1344,0.6412369608879089,1.0,0.6412369608879089,Providence,S Dakota St,Providence,10.0,6.412369608879089
2022,R1Y5,Y05,Y12,1,1234,1.0,1350,1.0,"1234,1350",1350,0.7257847189903259,1.0,0.7257847189903259,Iowa,Richmond,Richmond,10.0,7.257847189903259
2022,R1Y6,Y06,Y11,1,1261,1.0,1235,1.0,"1235,1261",1261,0.8765055537223816,1.0,0.8765055537223816,LSU,Iowa St,LSU,10.0,8.765055537223816
2022,R1Y7,Y07,Y10,1,1425,1.0,1274,1.0,"1274,1425",1425,0.6333339214324951,1.0,0.6333339214324951,USC,Miami FL,USC,10.0,6.333339214324951
2022,R1Y8,Y08,Y09,1,1361,1.0,1166,1.0,"1166,1361",1361,0.6126254796981812,1.0,0.6126254796981812,San Diego St,Creighton,San Diego St,10.0,6.1262547969818115
2022,R1Z1,Z01,Z16,1,1112,1.0,1136,1.0,"1112,1136",1112,0.847101628780365,1.0,0.847101628780365,Arizona,Bryant,Arizona,10.0,8.47101628780365
2022,R1Z2,Z02,Z15,1,1437,1.0,1174,1.0,"1174,1437",1437,0.9088796377182007,1.0,0.9088796377182007,Villanova,Delaware,Villanova,10.0,9.088796377182007
2022,R1Z3,Z03,Z14,1,1397,1.0,1255,1.0,"1255,1397",1397,0.9561740756034851,1.0,0.9561740756034851,Tennessee,Longwood,Tennessee,10.0,9.561740756034851
2022,R1Z4,Z04,Z13,1,1228,1.0,1151,1.0,"1151,1228",1151,0.7776638269424438,1.0,0.7776638269424438,Illinois,Chattanooga,Chattanooga,10.0,7.7766382694244385
2022,R1Z5,Z05,Z12,1,1222,1.0,1412,1.0,"1222,1412",1222,0.8339724540710449,1.0,0.8339724540710449,Houston,UAB,Houston,10.0,8.33972454071045
2022,R1Z6,Z06,Z11,1,1161,1.0,1276,1.0,"1161,1276",1161,0.7793043851852417,1.0,0.7793043851852417,Colorado St,Michigan,Colorado St,10.0,7.793043851852417
2022,R1Z7,Z07,Z10,1,1326,1.0,1260,1.0,"1260,1326",1260,0.6702349185943604,1.0,0.6702349185943604,Ohio St,Loyola-Chicago,Loyola-Chicago,10.0,6.7023491859436035
2022,R1Z8,Z08,Z09,1,1371,1.0,1395,1.0,"1371,1395",1395,0.6748740077018738,1.0,0.6748740077018738,Seton Hall,TCU,TCU,10.0,6.748740077018738
2022,R2W1,R1W1,R1W8,2,1124,0.9525086879730225,1314,0.6364134550094604,"1124,1314",1124,0.9017139077186584,0.9525086879730225,0.8588903311681264,Baylor,North Carolina,Baylor,20.0,17.177806623362528
2022,R2W2,R1W2,R1W7,2,1246,0.9118318557739258,1362,0.7395870685577393,"1246,1362",1246,0.8708901405334473,0.9118318557739258,0.7941053730178282,Kentucky,San Francisco,Kentucky,20.0,15.882107460356565
2022,R2W3,R1W3,R1W6,2,1345,0.8946230411529541,1400,0.8509423732757568,"1345,1400",1400,0.7265984416007996,0.8509423732757568,0.6182934023142508,Purdue,Texas,Texas,20.0,12.365868046285016
2022,R2W4,R1W4,R1W5,2,1417,0.7247039675712585,1231,0.7008115649223328,"1231,1417",1417,0.81386798620224,0.7247039675712585,0.5898133586799936,UCLA,Indiana,UCLA,20.0,11.796267173599873
2022,R2X1,R1X1,R1X8,2,1211,0.9540221691131592,1272,0.5513060688972473,"1211,1272",1211,0.94901442527771,0.9540221691131592,0.905380800523119,Gonzaga,Memphis,Gonzaga,20.0,18.10761601046238
2022,R2X2,R1X2,R1X7,2,1181,0.9118318557739258,1172,0.5553756952285767,"1172,1181",1181,0.9529677033424377,0.9118318557739258,0.868946309431351,Duke,Davidson,Duke,20.0,17.37892618862702
2022,R2X3,R1X3,R1X6,2,1403,0.8736366033554077,1104,0.9436761140823364,"1104,1403",1403,0.8572194576263428,0.8736366033554077,0.748898295290843,Texas Tech,Alabama,Texas Tech,20.0,14.977965905816859
2022,R2X4,R1X4,R1X5,2,1116,0.6566386818885803,1163,0.9252088069915771,"1116,1163",1163,0.5488324165344238,0.9252088069915771,0.5077845853401186,Arkansas,Connecticut,Connecticut,20.0,10.155691706802372
2022,R2Y1,R1Y1,R1Y8,2,1242,0.9273553490638733,1361,0.6126254796981812,"1242,1361",1242,0.7921154499053955,0.9273553490638733,0.7345724995459051,Kansas,San Diego St,Kansas,20.0,14.691449990918102
2022,R2Y2,R1Y2,R1Y7,2,1120,0.9340287446975708,1425,0.6333339214324951,"1120,1425",1120,0.8782688975334167,0.9340287446975708,0.8203283958700567,Auburn,USC,Auburn,20.0,16.406567917401134
2022,R2Y3,R1Y3,R1Y6,2,1458,0.7528679370880127,1261,0.8765055537223816,"1261,1458",1458,0.6882128715515137,0.7528679370880127,0.5181334048824056,Wisconsin,LSU,Wisconsin,20.0,10.362668097648111
2022,R2Y4,R1Y4,R1Y5,2,1344,0.6412369608879089,1350,0.7257847189903259,"1344,1350",1350,0.8111294507980347,0.7257847189903259,0.588705360512229,Providence,Richmond,Richmond,20.0,11.77410721024458
2022,R2Z1,R1Z1,R1Z8,2,1112,0.847101628780365,1395,0.6748740077018738,"1112,1395",1112,0.7483853697776794,0.847101628780365,0.633958465694068,Arizona,TCU,Arizona,20.0,12.67916931388136
2022,R2Z2,R1Z2,R1Z7,2,1437,0.9088796377182007,1260,0.6702349185943604,"1260,1437",1437,0.9528203010559082,0.9088796377182007,0.8659989700342408,Villanova,Loyola-Chicago,Villanova,20.0,17.319979400684815
2022,R2Z3,R1Z3,R1Z6,2,1397,0.9561740756034851,1161,0.7793043851852417,"1161,1397",1397,0.8796963691711426,0.9561740756034851,0.8411428626039594,Tennessee,Colorado St,Tennessee,20.0,16.82285725207919
2022,R2Z4,R1Z4,R1Z5,2,1151,0.7776638269424438,1222,0.8339724540710449,"1151,1222",1222,0.9540221691131592,0.8339724540710449,0.7956282096134828,Chattanooga,Houston,Houston,20.0,15.912564192269656
2022,R3W1,R2W1,R2W4,3,1124,0.8588903311681264,1417,0.5898133586799936,"1124,1417",1124,0.5041661262512207,0.8588903311681264,0.43302341113966236,Baylor,UCLA,Baylor,40.0,17.320936445586494
2022,R3W2,R2W2,R2W3,3,1246,0.7941053730178282,1400,0.6182934023142508,"1246,1400",1246,0.8435409069061279,0.7941053730178282,0.6698603665344879,Kentucky,Texas,Kentucky,40.0,26.794414661379516
2022,R3X1,R2X1,R2X4,3,1211,0.905380800523119,1163,0.5077845853401186,"1163,1211",1211,0.8442498445510864,0.905380800523119,0.7643676001011814,Gonzaga,Connecticut,Gonzaga,40.0,30.574704004047256
2022,R3X2,R2X2,R2X3,3,1181,0.868946309431351,1403,0.748898295290843,"1181,1403",1181,0.9233403205871582,0.868946309431351,0.8023331639233716,Duke,Texas Tech,Duke,40.0,32.09332655693486
2022,R3Y1,R2Y1,R2Y4,3,1242,0.7345724995459051,1350,0.588705360512229,"1242,1350",1242,0.948009729385376,0.7345724995459051,0.6963818765084527,Kansas,Richmond,Kansas,40.0,27.85527506033811
2022,R3Y2,R2Y2,R2Y3,3,1120,0.8203283958700567,1458,0.5181334048824056,"1120,1458",1120,0.8271629810333252,0.8203283958700567,0.6785452813541618,Auburn,Wisconsin,Auburn,40.0,27.141811254166473
2022,R3Z1,R2Z1,R2Z4,3,1112,0.633958465694068,1222,0.7956282096134828,"1112,1222",1222,0.6798765063285828,0.7956282096134828,0.54092892748848,Arizona,Houston,Houston,40.0,21.6371570995392
2022,R3Z2,R2Z2,R2Z3,3,1437,0.8659989700342408,1397,0.8411428626039594,"1397,1437",1437,0.6250606179237366,0.8659989700342408,0.541301851330922,Villanova,Tennessee,Villanova,40.0,21.65207405323688
2022,R4W1,R3W1,R3W2,4,1124,0.43302341113966236,1246,0.6698603665344879,"1124,1246",1124,0.6327407956123352,0.43302341113966236,0.2739915776832773,Baylor,Kentucky,Baylor,80.0,21.919326214662185
2022,R4X1,R3X1,R3X2,4,1211,0.7643676001011814,1181,0.8023331639233716,"1181,1211",1211,0.6504645943641663,0.7643676001011814,0.49719406094492624,Gonzaga,Duke,Gonzaga,80.0,39.7755248755941
2022,R4Y1,R3Y1,R3Y2,4,1242,0.6963818765084527,1120,0.6785452813541618,"1120,1242",1120,0.7599194049835205,0.6785452813541618,0.5156397264610302,Kansas,Auburn,Auburn,80.0,41.251178116882414
2022,R4Z1,R3Z1,R3Z2,4,1222,0.54092892748848,1437,0.541301851330922,"1222,1437",1437,0.7538734674453735,0.541301851330922,0.40807310359744225,Houston,Villanova,Villanova,80.0,32.64584828779538
2022,R5WX,R4W1,R4X1,5,1124,0.2739915776832773,1211,0.49719406094492624,"1124,1211",1211,0.5663638114929199,0.49719406094492624,0.28159272340841157,Baylor,Gonzaga,Gonzaga,160.0,45.054835745345855
2022,R5YZ,R4Y1,R4Z1,5,1120,0.5156397264610302,1437,0.40807310359744225,"1120,1437",1120,0.6326988339424133,0.5156397264610302,0.32624465366627875,Auburn,Villanova,Auburn,160.0,52.1991445866046
2022,R6CH,R5WX,R5YZ,6,1211,0.28159272340841157,1120,0.32624465366627875,"1120,1211",1211,0.6253696084022522,0.28159272340841157,0.17609953116684207,Gonzaga,Auburn,Gonzaga,320.0,56.35184997338946
