t1_score_diff,diff_total_games,diff_win_pct,diff_avg_points_for,diff_avg_points_against,diff_avg_game_margin,diff_std_game_margin,diff_non_home_wins,diff_home_losses,diff_close_wins,diff_close_losses,diff_3FGA_pg,diff_3_pct,diff_FTA_pg,diff_FT_pct,diff_TOV_pg,diff_avg_pace,diff_off_eff,diff_def_eff,diff_pythag_win_pct,diff_luck,diff_wins_vs_tourney_teams,diff_away_wins_vs_tourney_teams,diff_losses_vs_tourney_teams,diff_losses_vs_non_tourney_teams,diff_games_vs_tourney_teams,diff_final_net,diff_net_improvement,diff_final_pom,diff_pom_improvement,diff_pi_i,diff_coach_WL_car,diff_tourneys_car,diff_sw16_car,diff_ff_car,diff_champ_car,diff_returning_min_pct,diff_returning_score_pct,diff_avg_height,diff_avg_yr
5,1,0.03832442067736186,1.6559714795008915,-4.427807486631018,6.083778966131907,3.2191429027124823,-2.0,-1.0,-2.0,2.0,0.7540106951871657,0.004234577303884268,-2.865418894830661,-0.051999811708587584,0.04099821746880572,4.003453262032075,-3.815208102668862,-12.265674545020417,0.19524559123631335,-0.1569211705589515,9.0,5.0,5.0,-6.0,14.0,-39.0,-16.0,-68.0,-6.0,0.0022748444734394997,0.05500000000000005,3,1,0,0,23.800000000000004,29.0,1,0.19999999999999996
-14,-2,0.010752688172043001,-6.172043010752688,-4.002932551319645,-2.16911045943304,0.2261055833022052,-3.0,1.0,1.0,-2.0,3.0234604105571847,0.009566081898812417,-4.4310850439882685,0.04689312923743616,1.9687194525904204,-3.354986770935149,-4.085892390415239,-1.065178983382836,-0.06422364796265889,0.0749763361347019,1.0,0.0,2.0,-3.0,3.0,1.0,-5.0,17.0,10.0,-0.0010406244901664,0.051999999999999935,-2,3,0,1,-17.099999999999994,-20.799999999999997,1,-0.7
5,1,0.1568627450980392,5.696078431372555,0.16310160427808285,5.532976827094473,3.5505499467803343,3.0,-1.0,2.0,-2.0,6.371657754010691,0.028261064727533813,1.5347593582887704,0.05277922127913459,-0.1916221033868073,1.8731027926321957,5.9579560873574025,-2.5489895835591767,0.11697588620101484,0.0398868588970243,5.0,6.0,0.0,-5.0,5.0,-40.0,5.0,-21.0,-2.0,0.0022930531491326,0.08799999999999997,8,12,9,3,0.20000000000000284,2.5,2,-0.10000000000000009
-13,-1,0.05544354838709675,5.474798387096769,-1.6018145161290391,7.076612903225806,3.2275827999544298,4.0,0.0,-3.0,4.0,2.693548387096776,0.014301629742806132,-5.56048387096774,0.03317386871617911,-1.424395161290322,2.696815053763423,4.112701383142223,-7.067161026617271,0.1731521673639933,-0.1177086189768966,-4.0,0.0,-2.0,0.0,-6.0,-7.0,-10.0,-34.0,-13.0,0.0013099481582020001,0.14900000000000002,0,-1,0,0,-16.200000000000003,-7.299999999999997,0,-0.30000000000000004
-1,0,-0.030303030303030276,-4.0,0.09090909090909349,-4.090909090909092,-3.710854011593021,2.0,-1.0,1.0,0.0,-1.0303030303030312,-0.029786414180336784,2.9393939393939377,-0.01652111089862096,0.33333333333333215,0.5478141414141362,-8.131027555614864,-1.8808561847473158,-0.07216282833596166,0.0418597980329313,-6.0,-2.0,-6.0,7.0,-12.0,17.0,18.0,46.0,25.0,-0.0022453695062501005,0.07999999999999996,-6,-5,-3,0,14.899999999999999,16.4,0,-0.9000000000000001
13,2,0.013685239491691092,12.093841642228739,8.58064516129032,3.513196480938414,-1.119299892405639,-2.0,1.0,-1.0,2.0,-0.8690127077223906,-0.009090069070664508,7.853372434017601,0.09324297476876897,0.1378299120234594,7.528449918540247,5.065096996144717,1.8692886329894094,0.06756509278494394,-0.053879853293252795,6.0,2.0,4.0,-4.0,10.0,-60.0,-11.0,-90.0,1.0,0.0029332924239368003,0.06500000000000006,0,2,1,0,15.400000000000006,9.5,2,-0.2999999999999998
4,-2,0.014662756598240456,7.490713587487775,10.329423264907135,-2.838709677419355,1.1291644037705435,1.0,-3.0,-2.0,-1.0,5.3695014662756595,0.017429424970391072,6.708699902248291,-0.006963367871420489,1.0234604105571847,3.201447246660159,8.196166362142193,11.558569271217749,-0.1252631506043388,0.1399259072025791,-8.0,-3.0,-5.0,4.0,-13.0,21.0,29.0,76.0,37.0,-0.0019526143485040005,0.038000000000000034,-6,-3,-1,0,-17.4,-20.1,1,-0.19999999999999996
-13,1,-0.11051693404634577,-4.909982174688054,-0.576648841354725,-4.333333333333334,-0.7051331798813241,3.0,4.0,-1.0,1.0,10.338680926916222,0.02101891702532277,-3.351158645276289,0.005951095265211537,-0.7905525846702322,-2.1231287678928368,-3.9579055673393526,1.8413766303783206,-0.12632583630540262,0.015808902259056803,-6.0,0.0,-3.0,7.0,-9.0,49.0,14.0,44.0,22.0,-0.0016746452397466,0.05800000000000005,1,-2,0,0,-15.200000000000003,-29.60000000000001,1,-0.3999999999999999
13,0,-0.15625,1.21875,4.96875,-3.75,1.3798480256976067,-6.0,2.0,-3.0,2.0,-3.4375,0.018777502278585212,-0.0625,-0.05222936137071654,-1.03125,-0.5664666666666633,3.2276131746823182,10.020723339825096,-0.14799583035746955,-0.008254169642530493,1.0,0.0,5.0,0.0,6.0,53.0,-21.0,14.0,-6.0,-0.0006011306438097998,-0.027000000000000024,0,1,0,0,-30.099999999999994,-19.0,-1,-0.7000000000000002
-39,-1,-0.2547348484848485,-1.7518939393939377,6.831439393939391,-8.583333333333334,-2.996465882044472,-7.0,1.0,-1.0,3.0,-6.707386363636363,0.034775976502279926,0.8787878787878789,0.09095186212361328,-1.072916666666666,-4.476450505050501,5.047428469913996,17.832994217656264,-0.24934618058695468,-0.005388667897893898,-4.0,-4.0,6.0,2.0,2.0,58.0,-32.0,35.0,-10.0,-0.0022953643107619997,-0.134,-13,-8,-5,-1,-20.599999999999994,-11.899999999999991,0,-0.30000000000000004
-20,-1,-0.3172348484848485,-4.595643939393938,7.081439393939391,-11.677083333333334,-3.1798015471554812,-5.0,-1.0,-2.0,2.0,-6.801136363636363,-0.033124367388252196,4.097537878787879,0.08066838298498613,1.739583333333334,-2.291397171717172,-2.5892315556371557,14.46410056109275,-0.3937698470583896,0.076534998573541,-8.0,-4.0,-2.0,12.0,-10.0,137.0,12.0,163.0,15.0,-0.003959389068836,-0.244,-13,-9,-5,-1,-10.199999999999996,1.5,-1,-0.7999999999999999
9,0,0.06060606060606066,0.5757575757575779,-3.3333333333333286,3.9090909090909083,1.9934392293233696,-1.0,1.0,2.0,3.0,1.303030303030301,-0.0010917947425884145,2.696969696969699,0.041789861919712346,-1.121212121212121,-4.633600000000008,8.461563880492264,0.6215262297005637,0.12127539760136241,-0.060669336995301804,6.0,3.0,0.0,-2.0,6.0,1.0,-8.0,-35.0,0.0,0.0011454548519582997,-0.03600000000000003,-4,1,0,0,22.5,27.0,-1,-0.2999999999999998
-15,-2,0.11250000000000004,16.39791666666666,10.456249999999997,5.941666666666666,4.559263701967941,-1.0,-1.0,-1.0,-2.0,-2.6437500000000007,0.008013000411608406,6.139583333333331,0.007052788212812744,3.3312500000000007,10.34691999999999,7.39602539234042,0.6216691701060881,0.1260499256775457,-0.013549925677545593,8.0,2.0,-2.0,-2.0,6.0,-36.0,-21.0,-47.0,4.0,0.0012458580745749,-0.12800000000000006,-2,0,0,0,20.0,18.5,0,-0.7
-8,1,-0.11140819964349369,4.867201426024948,0.1024955436720063,4.764705882352942,4.046906861459634,4.0,3.0,-4.0,2.0,3.4215686274509807,-1.5972314654555397e-05,-0.7905525846702304,0.05052600671465046,-1.758467023172905,0.21018086749849374,8.175165512683918,0.9268750464597417,0.11883710424333183,-0.2302453038868254,1.0,0.0,7.0,-3.0,8.0,-6.0,-6.0,-75.0,4.0,0.0031069430196622996,0.08299999999999996,15,5,1,0,2.3999999999999986,7.400000000000006,1,-0.19999999999999996
10,2,-0.018750000000000044,-2.00833333333334,-3.1875,1.1791666666666671,2.271021171322067,-7.0,-1.0,-5.0,1.0,-0.46875,-0.022088248143293965,0.8520833333333329,-0.014730180830006434,2.8937500000000007,1.5685963636363596,-3.8156961571160224,-5.6221304819270586,0.030244954188115125,-0.0489949541881152,9.0,2.0,1.0,0.0,10.0,-76.0,-30.0,-60.0,12.0,0.0018012518665926998,0.04499999999999993,10,7,1,1,,,0,
-5,0,-0.03125,5.21875,2.90625,2.3125,-2.3531525974827545,-7.0,-2.0,0.0,3.0,2.40625,0.027252411197365323,-0.59375,0.04132079020249213,0.5625,2.6828666666666834,3.0593735041446166,-0.4058463455784391,0.03552184027602878,-0.0667718402760288,-4.0,-5.0,0.0,1.0,-4.0,5.0,1.0,-2.0,3.0,0.0006016663564861998,0.01200000000000001,-1,-1,-4,0,-55.8,-57.6,0,-0.7
-5,1,-0.17613636363636365,-3.5426136363636402,0.5785984848484773,-4.121212121212121,-4.930226158719982,-8.0,0.0,4.0,4.0,-3.200757575757576,-0.023651635720601305,-1.100378787878789,-0.02056991540146813,-0.0009469696969688357,-1.4110404040403992,-3.127500994947866,2.444886256033911,-0.1284032119859635,-0.047733151650400096,-5.0,-3.0,5.0,1.0,0.0,32.0,6.0,14.0,9.0,-0.0007211795591382996,-0.06599999999999995,-4,-6,-5,-1,-18.39999999999999,-27.299999999999997,-1,-0.10000000000000009
17,-1,0.058467741935483875,17.48084677419355,9.964717741935488,7.516129032258064,-1.9836217227436244,-1.0,-1.0,2.0,3.0,3.633064516129032,0.020227416870526427,2.62298387096774,0.0798420764808665,-1.03125,8.648329032258061,10.340951669473029,1.5721440027215579,0.07958539018743582,-0.021117648251951796,-7.0,-4.0,0.0,-2.0,-7.0,-3.0,1.0,-11.0,1.0,0.0024972753531093,0.10100000000000009,8,5,2,1,11.600000000000009,17.0,0,0.5
-12,1,0.03598484848484851,2.0331439393939377,-1.300189393939391,3.333333333333334,-0.4377862475730616,-2.0,0.0,4.0,1.0,7.738636363636363,0.00786950177194079,-4.191287878787879,-0.04290393987160257,-0.3645833333333339,2.532717171717181,-1.8157603259132458,-6.183712168809549,0.06149010409624578,-0.0255052556113972,-4.0,-2.0,-1.0,0.0,-5.0,-2.0,13.0,-9.0,8.0,0.0011131584173724998,0.02400000000000002,2,1,0,0,0.20000000000000284,-4.900000000000006,0,0.19999999999999996
-9,-1,0.058467741935483875,5.416330645161295,1.0614919354838719,4.35483870967742,-3.0915905241894936,-1.0,0.0,1.0,1.0,-0.94758064516129,-0.005865989356555412,2.97782258064516,-0.009026464251056798,-1.35383064516129,0.9657139784946338,4.7120882296657385,-4.187288936295204,0.06793387792264782,-0.0094661359871639,-5.0,-2.0,-1.0,-1.0,-6.0,2.0,-5.0,-10.0,3.0,0.0013088330863773997,-0.008000000000000007,9,4,-2,1,14.700000000000003,15.400000000000006,1,0.5
-1,0,0.1515151515151515,-5.939393939393938,-7.0,1.0606060606060623,-2.81593169638543,5.0,-2.0,3.0,-3.0,-4.030303030303028,0.04955106716304758,-6.242424242424242,0.02500919585761996,-0.3333333333333339,-7.563959595959595,4.784056985001982,1.4649208065932982,0.04216047023732605,0.1093546812778254,-3.0,-1.0,-7.0,2.0,-10.0,-12.0,21.0,36.0,-8.0,-0.0008813662220490005,0.08800000000000008,6,0,0,0,-34.7,-41.49999999999999,1,-1.5999999999999999
15,-2,0.10661764705882348,1.170955882352942,-2.123161764705884,3.2941176470588234,0.7775447519683674,4.0,0.0,-4.0,-2.0,-1.727941176470587,-0.04491791182438659,3.6066176470588225,-0.021135608819174867,-1.3805147058823515,-0.6493450980392339,3.087481827018749,-1.3636220598592956,0.10217138626638467,0.004446260792438803,13.0,7.0,2.0,-6.0,15.0,-103.0,0.0,-109.0,7.0,0.0026011791080788,-0.015000000000000013,11,8,5,1,8.299999999999997,15.200000000000003,1,-0.10000000000000009
19,5,0.1338742393509127,7.910750507099394,1.5050709939147993,6.405679513184584,1.7905565001429338,2.0,0.0,0.0,-1.0,1.3904665314401576,-0.05021962506863281,4.656186612576061,-0.06925548877713728,-0.716024340770792,5.631620933062884,2.338431520880121,-5.228150564497639,0.10062161225342947,0.033252627097483195,8.0,4.0,1.0,-4.0,9.0,-105.0,8.0,-90.0,-10.0,0.0038957325236925002,0.202,2,2,0,0,-34.2,-28.0,1,0.09999999999999987
2,0,0.030303030303030276,2.6363636363636402,1.8484848484848584,0.7878787878787881,1.6543447372099056,-3.0,-3.0,0.0,-3.0,3.242424242424242,0.07037083550117512,1.0909090909090864,0.06956078891846018,-0.9393939393939394,0.8407919191919007,2.7900259369764484,-0.06286942078006064,0.01950567078405685,0.010797359518973398,0.0,0.0,3.0,-4.0,3.0,-6.0,26.0,1.0,16.0,-0.00011881927587770007,-0.17499999999999993,-4,-3,0,0,,,-3,
-8,2,-0.20430107526881724,3.411534701857292,10.050830889540578,-6.639296187683285,5.036722612447653,-1.0,2.0,3.0,2.0,6.948191593352885,0.027162576829302232,4.5259042033235595,0.07054111787328732,0.32746823069403597,5.194512349299423,-4.9090365254201345,5.1098893639396294,-0.15966671980659697,-0.04463435546222019,-6.0,-1.0,7.0,0.0,1.0,17.0,20.0,27.0,18.0,-0.0024930514361822,-0.249,-4,-3,0,0,8.700000000000003,9.900000000000006,0,-0.09999999999999987
-5,1,-0.08971774193548387,-5.334677419354833,-1.7550403225806406,-3.579637096774194,1.490999388591355,2.0,1.0,3.0,1.0,-0.13608870967741993,0.042396723766858546,5.583669354838712,0.0022433876619962767,2.903225806451612,0.34012043010751114,-8.983526646213534,-4.818807938689588,-0.04782742737283607,-0.04189031456264769,-4.0,0.0,1.0,2.0,-3.0,15.0,-8.0,18.0,3.0,-0.0020404767498243,-0.06500000000000006,-2,-1,0,0,-12.799999999999997,-17.999999999999993,2,-0.09999999999999987
10,-1,0.18346774193548387,-0.38407258064516725,-5.994959677419359,5.610887096774194,-1.7497643964703187,-3.0,-2.0,-4.0,-5.0,-0.020161290322580072,0.015150704715038377,-4.396169354838712,-0.03999199368292783,-1.903225806451612,-5.424987096774167,10.310238498060357,0.20575672700736902,0.11870174742776762,0.06476599450771618,9.0,3.0,1.0,-7.0,10.0,-114.0,-19.0,-107.0,-31.0,0.004007989274707999,0.19600000000000006,3,3,0,0,15.099999999999994,16.599999999999994,-1,0.3999999999999999
-2,-2,0.08308895405669603,1.164222873900286,-2.8387096774193594,4.002932551319651,-1.7601372621733518,0.0,-2.0,-6.0,-2.0,-0.6148582600195489,-0.010744936276384398,-4.950146627565989,-0.06878505374125421,-1.2668621700879754,-2.324080026067101,6.922677964452106,1.3398495901293899,0.07047775641580267,0.01261119764089319,4.0,1.0,-3.0,0.0,1.0,-11.0,3.0,-13.0,0.0,0.0016387422975191997,0.15400000000000003,-1,-1,-1,0,-28.400000000000006,-22.400000000000006,-1,-0.30000000000000004
-20,0,-0.030303030303030276,-0.5454545454545467,-3.7272727272727266,3.181818181818185,1.9600955918102692,0.0,0.0,-5.0,1.0,0.8181818181818201,0.030764837077734808,-7.0909090909090935,-0.020232645700810514,-1.0,-3.4457212121212066,5.884926411534053,1.5495503142983864,0.06308979788315505,-0.09339282818618531,1.0,0.0,1.0,0.0,2.0,20.0,3.0,-10.0,1.0,0.0008501566883957999,0.04200000000000004,1,1,2,0,-47.3,-50.5,-1,0.10000000000000009
2,1,0.10037878787878785,10.979166666666671,8.405303030303031,2.5738636363636367,-3.5403481557428034,2.0,-3.0,-1.0,0.0,-1.7642045454545432,-0.04401622718052739,3.5265151515151523,-0.037557726383826595,-0.03314393939393945,9.291480808080784,0.775195101481458,-1.925629264008336,0.05848042133391018,0.041898366544877705,-5.0,-3.0,-5.0,2.0,-10.0,-14.0,19.0,29.0,-2.0,-0.00010450159007980003,-0.17900000000000005,-3,-2,-1,0,34.99999999999999,47.5,-1,1.2000000000000002
-15,-7,0.005446623093681824,-16.748366013071887,-14.837690631808265,-1.9106753812636166,-1.3972741289482737,1.0,-3.0,-1.0,0.0,-1.9749455337690627,-0.034417072934491366,-7.769063180827885,0.02375420847681975,-3.250544662309366,-6.426984194890068,-12.388450775263308,-10.747562607761893,-0.00912145707439349,0.014568080168075294,-6.0,-4.0,-6.0,4.0,-12.0,62.0,22.0,78.0,-4.0,-0.0030259478131917997,-0.132,-25,-14,-3,-1,2.700000000000003,9.400000000000006,-2,-0.30000000000000004
17,0,-0.030303030303030276,-6.575757575757578,-6.969696969696976,0.3939393939393945,-1.2438559643670182,-1.0,-2.0,-1.0,2.0,-7.545454545454545,-0.008148236031898015,0.4242424242424221,-0.06859610608185152,0.6363636363636367,-2.50556767676769,-5.309610868426162,-6.791325567444062,0.03456619427404317,-0.06486922457707339,4.0,2.0,4.0,-3.0,8.0,-22.0,15.0,-32.0,7.0,0.0007532591027237003,0.07000000000000006,-1,1,0,0,-11.200000000000003,-27.200000000000003,-1,0.19999999999999996
-2,3,0.12239089184060725,4.2305502846299845,6.0,-1.7694497153700186,-2.5768505266330255,6.0,0.0,5.0,-3.0,0.5958254269449696,-0.025765268252130213,3.3349146110056935,-0.0012192252036631324,5.547438330170776,8.6489705249842,-7.875871453065784,-3.9715581189999654,-0.09133347624836008,0.2137243680889673,2.0,3.0,-3.0,0.0,-1.0,-30.0,21.0,5.0,17.0,0.0005068097067159995,-0.16999999999999993,-4,-2,0,0,-19.199999999999996,-16.9,-1,-0.5999999999999999
