TeamID,Season,school,is_ap_pre_top_5,is_ap_pre_top_15,is_ap_pre_top_25,coach_WL_car,tourneys_car,sw16_car,ff_car,champ_car
1263,2003,maine,False,False,False,0.51,0,0,0,0
1264,2003,manhattan,False,False,False,0.6,1,0,0,0
1265,2003,marist,False,False,False,0.495,1,0,0,0
1266,2003,marquette,False,False,True,0.669,2,1,1,0
1267,2003,marshall,False,False,False,0.578,0,0,0,0
1268,2003,maryland,False,True,False,0.641,13,9,2,1
1420,2003,maryland-baltimore-county,False,False,False,0.401,0,0,0,0
1271,2003,maryland-eastern-shore,False,False,False,0.329,0,0,0,0
1269,2003,massachusetts,False,False,False,0.552,4,0,0,0
1270,2003,mcneese-state,False,False,False,0.626,2,0,0,0
1272,2003,memphis,False,False,False,0.721,6,3,1,0
1273,2003,mercer,False,False,False,0.347,0,0,0,0
1274,2003,miami-fl,False,False,False,0.563,4,0,0,0
1275,2003,miami-oh,False,False,False,0.542,3,1,0,0
1276,2003,michigan,False,False,False,0.527,1,1,0,0
1277,2003,michigan-state,False,True,False,0.708,6,5,3,1
1292,2003,middle-tennessee,False,False,False,0.576,2,0,0,0
1454,2003,milwaukee,False,False,False,0.656,1,0,0,0
1278,2003,minnesota,False,False,True,0.617,1,1,0,0
1279,2003,mississippi,False,False,False,0.621,3,1,0,0
1280,2003,mississippi-state,False,True,False,0.625,2,0,0,0
1290,2003,mississippi-valley-state,False,False,False,0.477,3,0,0,0
1281,2003,missouri,False,False,True,0.632,4,1,0,0
1282,2003,missouri-kansas-city,False,False,False,0.451,0,0,0,0
1283,2003,missouri-state,False,False,False,0.579,0,0,0,0
1284,2003,monmouth,False,False,False,0.474,1,0,0,0
1285,2003,montana,False,False,False,0.581,8,2,0,0
1286,2003,montana-state,False,False,False,0.543,1,0,0,0
1287,2003,morehead-state,False,False,False,0.449,0,0,0,0
1288,2003,morgan-state,False,False,False,0.322,1,0,0,0
1289,2003,morris-brown,False,False,False,0.228,0,0,0,0
1291,2003,mount-st-marys,False,False,False,0.425,2,0,0,0
1293,2003,murray-state,False,False,False,0.665,2,0,0,0
1298,2003,navy,False,False,False,0.581,10,2,0,0
1304,2003,nebraska,False,False,False,0.562,3,0,0,0
1305,2003,nevada,False,False,False,0.454,0,0,0,0
1424,2003,nevada-las-vegas,False,False,False,0.652,8,0,0,0
1306,2003,new-hampshire,False,False,False,0.232,0,0,0,0
1307,2003,new-mexico,False,False,False,0.465,0,0,0,0
1308,2003,new-mexico-state,False,False,False,0.66,19,7,2,0
1309,2003,new-orleans,False,False,False,0.517,0,0,0,0
1310,2003,niagara,False,False,False,0.571,0,0,0,0
1311,2003,nicholls-state,False,False,False,0.107,0,0,0,0
1313,2003,norfolk-state,False,False,False,0.429,0,0,0,0
1314,2003,north-carolina,False,False,False,0.564,1,0,0,0
1421,2003,north-carolina-asheville,False,False,False,0.463,1,0,0,0
1299,2003,north-carolina-at,False,False,False,0.342,0,0,0,0
1422,2003,north-carolina-greensboro,False,False,False,0.531,2,0,0,0
1301,2003,north-carolina-state,False,False,False,0.605,3,0,0,0
1423,2003,north-carolina-wilmington,False,False,False,0.774,1,0,0,0
1317,2003,north-texas,False,False,False,0.42,0,0,0,0
1318,2003,northeastern,False,False,False,0.451,0,0,0,0
1319,2003,northern-arizona,False,False,False,0.552,1,0,0,0
1296,2003,northern-illinois,False,False,False,0.492,0,0,0,0
1320,2003,northern-iowa,False,False,False,0.439,0,0,0,0
1321,2003,northwestern,False,False,False,0.639,2,0,0,0
1322,2003,northwestern-state,False,False,False,0.458,1,0,0,0
1323,2003,notre-dame,False,False,False,0.665,5,1,0,0
1324,2003,oakland,False,False,False,0.509,0,0,0,0
1325,2003,ohio,False,False,False,0.534,0,0,0,0
1326,2003,ohio-state,False,False,False,0.551,7,2,1,0
1328,2003,oklahoma,True,False,False,0.633,10,3,1,0
1329,2003,oklahoma-state,False,False,False,0.715,24,11,2,0
1330,2003,old-dominion,False,False,False,0.631,2,0,0,0
1331,2003,oral-roberts,False,False,False,0.492,0,0,0,0
1332,2003,oregon,False,True,False,0.583,4,1,0,0
1333,2003,oregon-state,False,False,False,0.464,0,0,0,0
1334,2003,pacific,False,False,False,0.538,1,0,0,0
1336,2003,penn-state,False,False,False,0.492,2,1,0,0
1335,2003,pennsylvania,False,False,False,0.652,7,0,0,0
1337,2003,pepperdine,False,False,False,0.627,1,0,0,0
1338,2003,pittsburgh,True,False,False,0.622,3,2,0,0
1339,2003,portland,False,False,False,0.293,0,0,0,0
1340,2003,portland-state,False,False,False,0.185,0,0,0,0
1341,2003,prairie-view,False,False,False,0.586,0,0,0,0
1343,2003,princeton,False,False,False,0.585,1,0,0,0
1344,2003,providence,False,False,False,0.614,2,0,0,0
1345,2003,purdue,False,False,False,0.674,18,5,0,0
1346,2003,quinnipiac,False,False,False,0.454,0,0,0,0
1347,2003,radford,False,False,False,0.325,0,0,0,0
1348,2003,rhode-island,False,False,False,0.499,2,0,0,0
1349,2003,rice,False,False,False,0.469,0,0,0,0
1350,2003,richmond,False,False,False,0.563,2,0,0,0
1351,2003,rider,False,False,False,0.541,0,0,0,0
1352,2003,robert-morris,False,False,False,0.386,0,0,0,0
1353,2003,rutgers,False,False,False,0.578,2,0,0,0
1170,2003,sacramento-state,False,False,False,0.31,0,0,0,0
1357,2003,sacred-heart,False,False,False,0.23,0,0,0,0
1384,2003,saint-francis-pa,False,False,False,0.355,0,0,0,0
1386,2003,saint-josephs,False,False,False,0.606,3,1,0,0
1387,2003,saint-louis,False,False,False,0.571,1,0,0,0
1388,2003,saint-marys-ca,False,False,False,0.407,0,0,0,0
1389,2003,saint-peters,False,False,False,0.212,0,0,0,0
1358,2003,sam-houston-state,False,False,False,0.599,1,0,0,0
1359,2003,samford,False,False,False,0.583,2,0,0,0
1360,2003,san-diego,False,False,False,0.54,1,0,0,0
1361,2003,san-diego-state,False,False,False,0.626,8,4,3,1
1362,2003,san-francisco,False,False,False,0.524,1,0,0,0
1363,2003,san-jose-state,False,False,False,0.339,0,0,0,0
1365,2003,santa-clara,False,False,False,0.585,3,0,0,0
1366,2003,savannah-state,False,False,False,0.111,0,0,0,0
1371,2003,seton-hall,False,False,False,0.538,0,0,0,0
1373,2003,siena,False,False,False,0.559,1,0,0,0
1375,2003,south-alabama,False,False,False,0.5,0,0,0,0
1376,2003,south-carolina,False,False,False,0.602,8,3,0,0
1354,2003,south-carolina-state,False,False,False,0.58,5,0,0,0
1378,2003,south-florida,False,False,False,0.556,2,0,0,0
1369,2003,southeast-missouri-state,False,False,False,0.503,1,0,0,0
1368,2003,southeastern-louisiana,False,False,False,0.357,0,0,0,0
1380,2003,southern,False,False,False,0.588,4,0,0,0
1425,2003,southern-california,False,False,False,0.532,3,1,0,0
1356,2003,southern-illinois,False,False,False,0.656,2,1,0,0
1374,2003,southern-methodist,False,False,False,0.523,1,0,0,0
1379,2003,southern-mississippi,False,False,False,0.534,0,0,0,0
1381,2003,southern-utah,False,False,False,0.505,1,0,0,0
1382,2003,st-bonaventure,False,False,False,0.568,2,0,0,0
1383,2003,st-francis-ny,False,False,False,0.47,0,0,0,0
1385,2003,st-johns-ny,False,False,False,0.646,9,2,0,0
1390,2003,stanford,False,False,False,0.68,11,3,1,0
1372,2003,stephen-f-austin,False,False,False,0.518,0,0,0,0
1391,2003,stetson,False,False,False,0.415,0,0,0,0
1392,2003,stony-brook,False,False,False,0.474,1,0,0,0
1393,2003,syracuse,False,False,False,0.743,22,12,3,1
1396,2003,temple,False,False,False,0.69,17,5,0,0
1397,2003,tennessee,False,False,False,0.637,1,0,0,0
1404,2003,tennessee-martin,False,False,False,0.43,0,0,0,0
1398,2003,tennessee-state,False,False,False,0.338,0,0,0,0
1398,2003,tennessee-state,False,False,False,0.0,0,0,0,0
1399,2003,tennessee-tech,False,False,False,0.625,0,0,0,0
1400,2003,texas,True,False,False,0.633,11,3,1,0
1401,2003,texas-am,False,False,False,0.461,2,0,0,0
1394,2003,texas-am-corpus-christi,False,False,False,0.542,2,0,0,0
1426,2003,texas-arlington,False,False,False,0.446,0,0,0,0
1395,2003,texas-christian,False,False,False,0.321,0,0,0,0
1431,2003,texas-el-paso,False,False,False,0.2,0,0,0,0
1410,2003,texas-pan-american,False,False,False,0.462,0,0,0,0
1427,2003,texas-san-antonio,False,False,False,0.516,1,0,0,0
1411,2003,texas-southern,False,False,False,0.492,1,0,0,0
1402,2003,texas-state,False,False,False,0.494,0,0,0,0
1403,2003,texas-tech,False,False,False,0.72,25,14,5,3
1405,2003,toledo,False,False,False,0.566,0,0,0,0
1406,2003,towson,False,False,False,0.263,0,0,0,0
1407,2003,troy,False,False,False,0.523,1,0,0,0
1408,2003,tulane,False,False,False,0.433,0,0,0,0
1409,2003,tulsa,False,False,True,0.746,2,0,0,0
1417,2003,ucla,False,True,False,0.65,6,5,0,0
1428,2003,utah,False,False,False,0.741,11,4,1,0
1429,2003,utah-state,False,False,False,0.651,4,0,0,0
1434,2003,valparaiso,False,False,False,0.645,0,0,0,0
1435,2003,vanderbilt,False,False,False,0.603,2,0,0,0
1436,2003,vermont,False,False,False,0.453,1,0,0,0
1437,2003,villanova,False,False,False,0.578,2,0,0,0
1438,2003,virginia,False,False,False,0.651,9,2,0,0
1433,2003,virginia-commonwealth,False,False,False,0.643,0,0,0,0
1440,2003,virginia-military-institute,False,False,False,0.401,0,0,0,0
1439,2003,virginia-tech,False,False,False,0.391,0,0,0,0
1447,2003,wagner,False,False,False,0.573,1,0,0,0
1448,2003,wake-forest,False,False,False,0.685,7,0,0,0
1449,2003,washington,False,False,False,0.495,1,0,0,0
1450,2003,washington-state,False,False,False,0.282,0,0,0,0
1451,2003,weber-state,False,False,False,0.582,1,0,0,0
1452,2003,west-virginia,False,False,False,0.61,2,0,0,0
1441,2003,western-carolina,False,False,False,0.31,0,0,0,0
1442,2003,western-illinois,False,False,False,0.434,0,0,0,0
1443,2003,western-kentucky,False,False,True,0.649,3,0,0,0
1444,2003,western-michigan,False,False,False,0.494,0,0,0,0
1455,2003,wichita-state,False,False,False,0.472,0,0,0,0
1456,2003,william-mary,False,False,False,0.388,0,0,0,0
1457,2003,winthrop,False,False,False,0.656,4,0,0,0
1458,2003,wisconsin,False,False,False,0.603,2,1,0,0
1459,2003,wofford,False,False,False,0.483,0,0,0,0
1460,2003,wright-state,False,False,False,0.446,0,0,0,0
1461,2003,wyoming,False,False,False,0.658,1,0,0,0
1462,2003,xavier,False,True,False,0.792,3,0,0,0
1463,2003,yale,False,False,False,0.46,0,0,0,0
1464,2003,youngstown-state,False,False,False,0.391,0,0,0,0
1102,2004,air-force,False,False,False,0.447,1,0,0,0
1103,2004,akron,False,False,False,0.462,0,0,0,0
1104,2004,alabama,False,False,False,0.654,5,1,0,0
1105,2004,alabama-am,False,False,False,0.503,0,0,0,0
1412,2004,alabama-birmingham,False,False,False,0.652,1,1,0,0
1106,2004,alabama-state,False,False,False,0.485,2,0,0,0
1107,2004,albany-ny,False,False,False,0.25,0,0,0,0
1108,2004,alcorn-state,False,False,False,0.379,0,0,0,0
1110,2004,american,False,False,False,0.557,5,2,0,0
1111,2004,appalachian-state,False,False,False,0.415,0,0,0,0
1112,2004,arizona,True,False,False,0.735,25,12,5,1
1113,2004,arizona-state,False,False,False,0.509,3,0,0,0
1116,2004,arkansas,False,False,False,0.554,1,1,0,0
1114,2004,arkansas-little-rock,False,False,False,0.586,0,0,0,0
1115,2004,arkansas-pine-bluff,False,False,False,0.091,0,0,0,0
1117,2004,arkansas-state,False,False,False,0.519,1,0,0,0
1119,2004,army,False,False,False,0.548,4,0,0,0
1120,2004,auburn,False,False,False,0.613,8,3,0,0
1122,2004,austin-peay,False,False,False,0.535,2,0,0,0
1123,2004,ball-state,False,False,False,0.548,0,0,0,0
1124,2004,baylor,False,False,False,0.467,0,0,0,0
1125,2004,belmont,False,False,False,0.483,0,0,0,0
1126,2004,bethune-cookman,False,False,False,0.314,0,0,0,0
1127,2004,binghamton,False,False,False,0.393,0,0,0,0
1128,2004,birmingham-southern,False,False,False,0.709,0,0,0,0
1129,2004,boise-state,False,False,False,0.581,0,0,0,0
1130,2004,boston-college,False,False,False,0.541,5,0,0,0
1131,2004,boston-university,False,False,False,0.581,2,0,0,0
1132,2004,bowling-green-state,False,False,False,0.563,0,0,0,0
1133,2004,bradley,False,False,False,0.443,0,0,0,0
1140,2004,brigham-young,False,False,False,0.597,3,0,0,0
1135,2004,brown,False,False,False,0.518,0,0,0,0
1137,2004,bucknell,False,False,False,0.523,0,0,0,0
1138,2004,buffalo,False,False,False,0.297,0,0,0,0
1139,2004,butler,False,False,False,0.726,1,1,0,0
1142,2004,cal-poly,False,False,False,0.46,0,0,0,0
1168,2004,cal-state-fullerton,False,False,False,0.393,0,0,0,0
1169,2004,cal-state-northridge,False,False,False,0.532,1,0,0,0
1143,2004,california,False,False,False,0.598,7,2,0,0
1414,2004,california-irvine,False,False,False,0.53,0,0,0,0
1415,2004,california-riverside,False,False,False,0.321,0,0,0,0
1364,2004,california-santa-barbara,False,False,False,0.549,1,0,0,0
1144,2004,campbell,False,False,False,0.111,0,0,0,0
1145,2004,canisius,False,False,False,0.433,0,0,0,0
1147,2004,centenary-la,False,False,False,0.449,0,0,0,0
1148,2004,central-connecticut-state,False,False,False,0.543,2,0,0,0
1416,2004,central-florida,False,False,False,0.526,3,0,0,0
1141,2004,central-michigan,False,False,False,0.407,1,0,0,0
1149,2004,charleston-southern,False,False,False,0.424,0,0,0,0
1150,2004,charlotte,False,False,False,0.603,4,0,0,0
1151,2004,chattanooga,False,False,False,0.646,0,0,0,0
1152,2004,chicago-state,False,False,False,0.273,0,0,0,0
1153,2004,cincinnati,False,False,True,0.739,14,4,1,0
1154,2004,citadel,False,False,False,0.408,0,0,0,0
1155,2004,clemson,False,False,False,0.56,3,0,0,0
1156,2004,cleveland-state,False,False,False,0.138,0,0,0,0
1157,2004,coastal-carolina,False,False,False,0.357,0,0,0,0
1159,2004,colgate,False,False,False,0.506,0,0,0,0
1158,2004,college-of-charleston,False,False,False,0.726,0,0,0,0
1160,2004,colorado,False,False,False,0.556,2,0,0,0
1161,2004,colorado-state,False,False,False,0.492,1,0,0,0
1162,2004,columbia,False,False,False,0.37,0,0,0,0
1163,2004,connecticut,True,False,False,0.692,17,10,2,2
1164,2004,coppin-state,False,False,False,0.571,3,0,0,0
1165,2004,cornell,False,False,False,0.296,0,0,0,0
1166,2004,creighton,False,False,False,0.612,6,0,0,0
1171,2004,dartmouth,False,False,False,0.395,0,0,0,0
1172,2004,davidson,False,False,False,0.553,2,0,0,0
1173,2004,dayton,False,False,False,0.727,1,0,0,0
1174,2004,delaware,False,False,False,0.556,0,0,0,0
1175,2004,delaware-state,False,False,False,0.509,0,0,0,0
1176,2004,denver,False,False,False,0.448,0,0,0,0
1177,2004,depaul,False,False,False,0.508,1,0,0,0
1178,2004,detroit-mercy,False,False,False,0.632,2,0,0,0
1179,2004,drake,False,False,False,0.645,11,5,0,0
1180,2004,drexel,False,False,False,0.557,2,0,0,0
1181,2004,duke,True,False,False,0.743,20,15,10,3
1182,2004,duquesne,False,False,False,0.542,7,0,0,0
1187,2004,east-carolina,False,False,False,0.603,3,0,0,0
1190,2004,east-tennessee-state,False,False,False,0.594,2,0,0,0
1183,2004,eastern-illinois,False,False,False,0.497,2,0,0,0
1184,2004,eastern-kentucky,False,False,False,0.355,0,0,0,0
1185,2004,eastern-michigan,False,False,False,0.36,0,0,0,0
1186,2004,eastern-washington,False,False,False,0.58,1,0,0,0
1189,2004,elon,False,False,False,0.447,1,0,0,0
1191,2004,evansville,False,False,False,0.534,2,0,0,0
1193,2004,fairfield,False,False,False,0.506,0,0,0,0
1192,2004,fairleigh-dickinson,False,False,False,0.559,3,0,0,0
1196,2004,florida,False,True,False,0.662,6,2,1,0
1197,2004,florida-am,False,False,False,0.461,1,0,0,0
1194,2004,florida-atlantic,False,False,False,0.297,1,0,0,0
1198,2004,florida-international,False,False,False,0.27,0,0,0,0
1199,2004,florida-state,False,False,False,0.494,3,1,0,0
1200,2004,fordham,False,False,False,0.503,1,0,0,0
1201,2004,fresno-state,False,False,False,0.596,0,0,0,0
1202,2004,furman,False,False,False,0.451,0,0,0,0
1205,2004,gardner-webb,False,False,False,0.241,0,0,0,0
1206,2004,george-mason,False,False,False,0.56,2,0,0,0
1203,2004,george-washington,False,False,False,0.483,0,0,0,0
1207,2004,georgetown,False,False,False,0.582,1,1,0,0
1208,2004,georgia,False,False,False,0.63,3,0,0,0
1204,2004,georgia-southern,False,False,False,0.583,0,0,0,0
1209,2004,georgia-state,False,False,False,0.625,0,0,0,0
1210,2004,georgia-tech,False,False,False,0.637,3,1,1,0
1211,2004,gonzaga,False,True,False,0.806,5,2,0,0
1212,2004,grambling,False,False,False,0.285,0,0,0,0
1453,2004,green-bay,False,False,False,0.466,0,0,0,0
1214,2004,hampton,False,False,False,0.533,0,0,0,0
1216,2004,hartford,False,False,False,0.39,0,0,0,0
1217,2004,harvard,False,False,False,0.413,0,0,0,0
1218,2004,hawaii,False,False,False,0.539,3,0,0,0
1219,2004,high-point,False,False,False,0.633,0,0,0,0
1220,2004,hofstra,False,False,False,0.378,0,0,0,0
1221,2004,holy-cross,False,False,False,0.557,5,1,0,0
1222,2004,houston,False,False,False,0.533,2,0,0,0
1224,2004,howard,False,False,False,0.446,2,0,0,0
1225,2004,idaho,False,False,False,0.419,0,0,0,0
1226,2004,idaho-state,False,False,False,0.393,0,0,0,0
1228,2004,illinois,False,True,False,0.679,3,2,0,0
1227,2004,illinois-chicago,False,False,False,0.546,3,0,0,0
1229,2004,illinois-state,False,False,False,0.547,0,0,0,0
1231,2004,indiana,False,False,False,0.604,3,1,1,0
1232,2004,indiana-state,False,False,False,0.469,2,0,0,0
1233,2004,iona,False,False,False,0.544,2,0,0,0
1234,2004,iowa,False,False,False,0.584,2,1,0,0
1235,2004,iowa-state,False,False,False,0.534,0,0,0,0
1236,2004,ipfw,False,False,False,0.207,0,0,0,0
1237,2004,iupui,False,False,False,0.472,1,0,0,0
1238,2004,jackson-state,False,False,False,0.625,2,0,0,0
1239,2004,jacksonville,False,False,False,0.597,8,2,2,0
1240,2004,jacksonville-state,False,False,False,0.487,0,0,0,0
1241,2004,james-madison,False,False,False,0.437,0,0,0,0
1242,2004,kansas,False,True,False,0.67,6,4,0,0
1243,2004,kansas-state,False,False,False,0.476,1,0,0,0
1245,2004,kent-state,False,False,False,0.694,0,0,0,0
1246,2004,kentucky,False,True,False,0.734,11,8,1,1
